id,imps
80379,60
80378,150
12235,150
12234,150
12237,150
12236,150
42128,150
42129,100
12233,150
12232,150
42124,100
42125,150
42126,150
42127,7
42120,100
42121,30
42122,30
42123,60
95177,150
95176,7
95170,60
21435,150
21434,150
21437,150
21436,150
21431,150
21430,150
21433,150
21432,150
63204,100
63205,60
63206,150
63207,150
21439,150
21438,150
63202,150
63203,7
71328,60
71329,150
24524,150
24525,150
24526,150
24527,150
24520,30
24521,150
24522,150
50098,150
50097,150
50096,150
50095,150
50094,150
50093,150
50092,30
50090,150
66188,150
66189,100
66180,30
66181,150
66182,100
33116,100
66184,150
66185,150
66186,150
66187,150
71320,30
91469,7
91468,30
72129,60
71321,150
72127,30
72126,150
72125,150
72124,30
72123,150
72122,60
72121,150
72120,150
72219,150
72218,150
88520,150
71325,60
88521,100
88526,150
91121,150
88527,100
07189,150
07188,150
55113,150
55115,150
55114,60
28188,60
28189,150
07181,100
28187,60
28184,150
28185,100
28182,150
28183,150
28180,60
07186,30
63364,60
88528,150
60408,150
88529,100
72217,30
57-17,150
57-16,150
57-14,150
22272,30
22273,30
22271,150
22276,60
22277,60
22274,150
22275,30
22278,7
22279,30
74008,7
74009,60
74006,60
74007,30
74004,60
74005,7
74002,60
74003,60
74001,150
27389,60
27388,150
27385,30
27384,60
27387,150
27386,60
27381,30
27380,60
27383,30
27382,60
32008,150
32009,150
32004,150
32005,150
32007,150
32001,150
32002,150
32003,150
26382,30
26380,30
26381,30
57409,150
57408,60
57401,150
57403,60
57402,150
57405,150
57404,150
57407,150
57406,150
84119,60
84118,150
84117,150
84116,30
84115,100
84114,100
84113,150
84112,150
84111,30
84110,150
26038,30
26039,30
26034,150
26035,30
26036,150
26037,100
26030,150
26031,150
26032,30
26033,60
52399,150
01051,150
01050,150
01053,7
01052,150
01054,30
01057,60
01056,150
01059,150
01058,30
14651,100
14650,150
14653,150
14652,150
14655,150
14654,150
14657,100
14656,150
14659,150
14658,150
71524,150
71525,100
71522,100
61019,150
71520,7
71521,100
61018,150
61011,30
61010,150
38189,30
38188,7
38187,60
38186,150
38185,150
38184,30
38183,30
38182,60
38181,60
38180,30
47208,150
47209,100
47206,150
47207,150
47204,150
47205,150
47202,150
47203,150
02830,150
47201,30
89152,60
39581,150
39582,150
39583,150
39584,100
39585,150
39586,150
78125,150
78124,7
78126,7
52391,150
78120,150
78123,30
78128,150
72246,100
72247,30
72244,30
72245,30
72243,150
72240,150
72241,150
72248,150
72249,150
88309,60
65048,150
52397,150
54290,150
54293,60
65049,150
54292,30
24314,150
85247,30
54299,150
54298,150
79144,60
85240,100
79145,30
77036,150
77037,60
2A198,150
77035,150
77032,60
77033,150
77030,100
77031,100
79140,150
2A191,150
2A196,150
2A197,150
77038,30
77039,30
79142,150
49-21,150
49-20,150
58134,150
36230,150
80171,100
80170,100
80173,100
80172,150
80175,30
80174,100
80177,30
80176,60
80179,150
70063,150
42328,30
42329,150
42326,100
42327,60
42324,30
42325,150
42322,150
42323,30
42320,60
42321,150
94021,7
45316,150
45317,60
45314,150
45315,150
45312,30
45313,150
45310,30
45311,30
10369,150
10368,30
86266,150
10365,150
10364,150
10367,60
10366,150
10361,150
10360,30
10363,60
10362,30
86264,150
86263,60
54408,60
54409,150
86261,100
54400,150
54401,150
54402,60
54403,30
54404,150
54405,150
54406,150
54407,150
59638,30
59639,100
70355,150
70352,150
70353,150
70350,150
70351,150
59630,150
59631,150
59632,60
59633,150
59634,30
59635,7
59636,30
59637,60
78575,30
18008,150
18009,60
80823,100
18004,60
80821,150
80820,30
80827,150
80826,150
80825,150
18005,60
88141,150
80829,150
80828,150
18006,150
18007,150
65-16,150
65-17,150
65-14,150
65-15,150
65-13,150
18001,150
41147,30
41146,60
41145,30
41144,100
41143,150
14583,150
41141,150
41140,30
14582,30
41149,150
41148,30
40236,150
40237,150
40234,150
40235,150
40232,100
40233,150
40230,150
40231,60
40238,150
40239,150
32260,150
32261,150
32262,30
2B311,150
28349,30
2B313,150
11109,150
2B315,100
2B314,150
2B317,150
2B316,60
28340,150
28341,150
54-10,150
28343,30
11106,60
11107,150
28346,150
11105,30
32266,150
32267,150
11171,150
21187,150
21186,60
56118,100
56119,60
56110,150
56111,60
56112,150
56113,150
56114,150
56115,60
56116,150
56117,30
57249,60
57248,150
69141,30
57242,150
57241,150
57240,30
57247,150
57246,150
57245,60
57244,150
16228,150
16229,150
34-24,150
16222,150
16223,150
16220,60
16221,150
16226,150
16227,150
16224,60
16225,150
69143,30
88064,60
49088,150
49089,60
49082,60
49083,150
49080,100
49081,150
49086,150
49087,150
49084,60
49085,150
91105,30
43156,150
43157,7
43154,150
43155,150
43152,7
43153,150
43150,60
43151,150
64483,7
64482,60
64481,30
64480,150
64487,150
64486,150
43158,150
43159,150
49330,100
49331,60
49332,30
49333,60
49334,60
49335,100
49336,100
49337,60
49338,60
49339,30
17175,150
17174,60
17177,150
17176,150
17171,60
68107,60
17173,150
17172,150
68108,150
68109,30
17179,7
17178,150
60476,100
60477,100
60474,150
60475,150
60472,100
59063,150
23258,100
60471,30
59062,150
60478,150
60479,30
58220,60
58221,150
58222,150
58223,150
58224,150
58225,150
58226,150
58227,150
58228,150
58229,150
88-02,150
59068,150
88-03,150
88-04,150
72269,150
88-05,150
88-06,150
88-07,150
01269,60
88-09,150
48063,150
48062,150
48061,150
48060,150
48067,150
48066,150
48065,150
48064,150
48069,150
48068,150
67172,100
67173,30
67176,30
67177,60
67174,30
67178,100
67179,7
29288,30
29289,150
29282,60
29280,150
29281,30
29286,30
29287,100
29284,60
29285,150
72080,30
72081,30
72082,60
72083,150
72084,30
72085,150
72086,100
72087,150
72088,150
72089,150
59573,150
59572,150
59571,60
59570,30
59577,30
59576,30
59575,150
59574,30
59579,30
59578,150
29130,30
29131,30
29132,100
29133,150
29134,150
29135,150
29136,150
29137,60
29139,100
23064,150
23065,150
23066,150
23067,150
23060,150
23061,150
23062,150
23063,150
24281,150
24280,150
24283,150
24282,150
24285,150
24284,150
24287,150
24286,150
80716,150
81153,150
10-01,150
10-03,150
10-02,150
10-05,150
10-04,150
10-07,150
10-06,150
10-09,150
10-08,150
61240,150
61241,150
61246,150
61247,150
61244,150
61245,150
73029,7
73028,150
73021,100
73020,150
73023,150
73022,150
73025,150
73024,150
73027,150
73026,150
51483,100
51482,150
55302,30
51480,100
51487,150
51486,150
51485,100
51484,100
51489,150
51488,150
81286,150
27226,100
51158,150
27224,60
27225,150
27222,150
27223,60
27220,150
27221,150
51151,150
51150,150
51153,30
51152,100
51155,150
51154,150
27228,150
51156,30
25578,60
25579,150
25574,150
25575,30
25576,30
25570,150
25571,150
25572,150
25573,150
74279,7
74278,7
02269,150
02268,60
02263,150
02262,30
02261,150
02260,60
02267,60
02266,150
02265,150
02264,150
95422,100
80611,150
57253,150
88204,30
02-15,150
02-14,150
02-17,150
02-16,150
02-11,150
02-10,150
02-13,150
02-12,150
02-19,150
02-18,150
01240,150
01241,100
14198,150
01243,30
01244,30
01245,60
01246,150
01247,150
14192,150
14193,30
14190,150
14191,60
14196,100
14197,60
14194,150
14195,150
09099,30
09098,150
09095,150
09094,150
09097,150
09096,150
09091,150
09090,150
09093,30
09092,100
08328,60
08329,150
08324,150
08325,150
08326,150
08327,150
08320,150
08321,150
08322,60
08323,150
14440,150
14441,150
14442,150
14443,150
14444,100
14445,150
14446,30
14448,150
14449,100
31548,150
31549,150
31544,150
31545,150
31546,100
31547,7
31540,150
31541,30
31542,150
31543,150
89039,150
89038,150
89033,100
89032,150
89031,150
89030,150
89037,150
89036,150
89035,150
89034,150
38398,60
38399,30
38396,150
38397,7
38394,150
38395,60
38392,30
38393,30
38390,60
38391,150
47079,150
47078,150
47071,150
47070,60
47073,150
47072,150
47075,150
47074,100
47077,60
47076,150
66078,150
66079,150
97108,150
97109,60
97101,150
97102,150
97103,7
97104,100
97105,7
97106,100
97107,30
39049,150
39048,150
39041,60
39040,150
39043,150
39042,7
39045,150
39047,100
39046,150
79059,150
12042,100
12043,60
12040,150
12041,150
12046,150
12047,150
12044,150
12045,150
88078,60
88079,150
12048,150
12049,150
69239,60
69238,60
69233,30
81142,150
69231,7
69230,60
69237,30
69236,7
69235,100
69234,60
21642,150
21643,30
21640,150
21641,150
21646,150
21647,150
21644,150
21645,150
21648,150
21649,150
15071,150
79054,30
58022,150
58023,150
58020,100
58021,150
58026,150
58027,150
58024,150
58025,150
58028,150
58029,150
17409,7
17408,60
17405,150
17404,150
17407,30
17406,30
17401,150
17400,60
17403,100
17402,150
62324,60
62325,150
54239,100
54238,150
62320,100
62321,100
62322,150
62323,60
54233,150
54232,60
54231,60
54230,150
54237,150
54236,100
54235,150
54234,150
45293,30
45292,150
45291,30
45290,30
45297,150
45296,150
45294,150
45299,150
45298,60
66072,150
85136,150
03307,100
85134,100
85135,150
85132,150
85133,150
33245,30
03306,7
08137,60
85138,30
85139,150
08136,100
66073,150
08131,150
03302,150
33244,100
03301,150
03300,150
33247,150
33246,30
33241,60
78322,7
33240,100
95241,7
50448,150
50449,150
50440,100
50441,150
50442,30
50443,150
50444,150
50445,150
50446,150
50447,100
28069,100
28068,30
28065,150
28064,100
28067,150
28066,150
28061,150
28060,30
28063,30
28062,100
59-20,150
2B101,150
2B102,30
2B105,150
2B106,150
2B107,150
2B109,150
71250,150
61004,150
61005,150
51319,150
51318,60
61001,7
61002,150
61003,150
51313,150
51312,150
51311,150
51310,150
51317,150
51316,150
51315,150
51314,100
78565,100
25378,60
25379,150
25376,60
25377,150
25374,60
25375,60
25372,150
25373,150
25370,60
25371,100
55306,150
55307,30
64560,150
89147,150
89146,60
71251,150
89149,150
71149,150
89148,150
16415,60
16414,150
16417,150
16416,150
16411,150
16410,100
16413,150
16412,150
61295,150
16419,150
16418,30
58129,150
72-21,150
58128,150
52151,150
52155,150
52156,150
52157,150
52158,150
52159,150
58125,150
53203,150
53202,150
53201,60
53200,30
53207,150
53206,150
53205,150
53204,150
58123,150
53209,150
53208,150
58122,150
24137,150
24136,150
24135,30
24134,150
49271,150
24132,150
24131,150
24130,150
58120,150
21329,150
21328,150
24139,60
24138,60
83001,100
09259,150
09258,150
09257,150
09256,150
09255,30
09254,30
09253,150
09252,150
09251,150
09250,150
03318,150
03319,150
08128,150
03310,7
03311,150
03312,150
08125,60
03314,150
03315,150
03316,150
08121,150
60347,100
49277,60
60341,60
2A211,150
49276,150
78576,60
2A212,150
78571,60
2A215,150
71140,150
27446,60
27447,60
27444,150
27445,150
27442,150
27440,150
27441,60
91156,60
27448,30
27449,150
49270,150
55220,150
49273,150
84049,150
61483,150
49272,150
29075,30
29074,30
29077,100
29076,30
29071,30
29070,60
29073,150
29072,60
29079,100
29078,60
74151,7
23217,150
23216,150
23215,150
23214,150
23213,150
23212,150
23211,150
02196,7
02199,150
02198,100
66076,150
66077,150
66070,150
66071,150
07349,30
07348,7
31034,150
31035,7
31036,30
31037,60
31030,150
31031,60
31032,30
31033,30
31038,30
31039,150
27141,60
50163,60
50162,150
50161,150
50160,150
50167,100
50166,150
50165,100
50164,150
50169,150
50168,100
55533,150
55532,150
55531,150
55530,150
55537,150
55536,150
55535,150
55534,150
22166,150
22167,150
01422,60
01423,7
01424,60
01425,60
01426,100
01427,7
01428,60
01429,150
27149,150
22168,30
22169,150
77443,60
77442,30
77441,150
27148,150
77447,30
77446,60
77445,7
77444,60
77449,7
77448,30
81297,60
81296,150
74218,7
81299,150
81298,30
02344,150
70149,30
02345,150
70147,30
70146,150
70145,150
70144,150
70143,150
70142,150
70141,150
70140,150
02342,150
02343,150
25431,150
36236,100
36235,150
36234,100
02348,150
25434,150
02438,60
02439,150
25437,150
02432,150
02433,150
02430,150
02431,30
02434,100
02435,60
04100,150
04101,150
04102,150
04104,60
04106,100
04107,150
04108,150
04109,150
80748,150
80749,60
71238,150
71239,150
71236,100
28348,100
71234,100
71235,150
71232,60
71233,60
71230,100
71231,150
80742,150
80743,150
74135,30
01165,60
01167,60
01166,30
01160,30
01163,60
01162,150
01169,60
25-12,150
25-11,150
25-16,150
25-17,150
25-14,150
25-15,150
30024,100
30025,150
25-18,150
25-19,150
30020,30
30021,30
30022,150
30023,30
14764,150
14761,60
14760,100
14763,150
14762,30
90016,150
38213,60
38212,60
38211,30
38210,30
38217,150
38216,60
38215,7
38214,60
38219,60
38218,30
76279,100
76278,100
76264,150
11274,30
11275,150
11276,150
11277,150
11270,150
11271,150
11272,150
11273,30
11278,150
11279,150
76265,60
19061,150
19060,150
19063,30
19062,150
19065,150
19064,150
19067,150
19066,150
19069,150
19068,30
89260,150
89261,150
89266,150
89267,150
78472,150
89265,150
65019,150
65018,150
65017,150
65016,150
65015,150
65014,150
65013,150
65012,150
65011,30
65010,150
60229,150
60228,60
60227,150
60226,60
60225,30
60224,150
60223,60
60222,60
60221,100
60220,100
28342,30
69068,30
69069,30
71469,150
69062,60
69063,60
69060,150
69061,100
69066,150
69067,100
69064,60
69065,30
80661,100
80663,150
80662,150
80665,150
80664,150
80667,100
71466,150
80669,60
80668,150
88135,150
88134,7
88137,150
88136,7
88131,60
88130,60
88133,7
88132,7
88139,60
88138,150
52312,60
52313,150
17300,7
17301,150
17306,7
17307,30
17304,60
52315,150
2A358,150
2A359,150
17308,100
17309,150
11-07,150
11-04,150
11-05,150
53049,150
53048,150
11-01,150
53045,60
53047,150
53046,150
53041,150
53040,60
53043,150
11-09,150
59381,100
63284,30
63285,150
63286,150
63287,30
63280,60
63281,150
63282,60
63283,150
95607,7
63288,7
63289,150
90079,150
90078,150
78470,150
62489,100
50156,150
62481,60
62480,60
62483,100
62485,150
35252,30
62487,60
62486,30
90071,150
50155,100
13108,30
13109,150
90070,100
13104,60
50152,150
13106,30
13107,100
13100,30
13101,100
13102,150
50153,150
50150,150
50151,150
62157,150
62156,60
54068,150
54069,150
62153,150
62152,150
62151,150
62150,60
54062,150
54063,150
54060,150
54061,150
54066,150
54067,150
54064,150
54065,100
67509,150
67508,150
67507,60
67506,60
67505,100
67504,30
67503,60
67502,30
67501,30
67500,100
07101,150
07100,150
07103,150
07102,30
07105,150
07104,150
07107,150
07106,150
07109,100
07108,150
28263,150
28262,150
61216,150
27079,30
27078,60
27077,60
27076,30
27075,150
27074,60
27073,60
27072,100
27071,150
27070,100
22175,150
59258,30
01-14,150
22174,150
59252,150
59253,30
59250,100
59251,60
59256,100
22177,60
59254,150
59255,150
22176,100
35029,60
35028,30
35027,60
22171,100
35025,30
35024,30
35023,100
35022,60
35021,30
22170,60
22173,30
22172,30
84069,150
88430,150
84068,100
88431,150
88432,100
88433,60
88434,60
88435,150
88436,150
84062,7
88437,150
84061,150
84060,30
26308,150
26309,150
26306,100
26307,150
26304,100
26305,150
26302,150
26303,150
26300,150
26301,60
84064,150
62-34,150
32084,150
32085,150
32086,150
32087,150
32080,100
32081,150
32082,150
32083,150
81282,150
32088,150
32089,150
52055,150
36-04,150
52057,150
52056,150
36-01,150
52050,150
36-03,150
36-02,150
52059,150
36-08,150
60146,100
60147,30
60144,60
60145,60
60142,100
60143,60
60140,60
60141,30
60148,100
60149,150
57481,150
57480,7
57483,150
57482,150
57485,150
57484,7
57487,30
57486,150
57489,150
57488,150
09190,150
09192,100
09193,150
09194,150
09195,150
09196,150
09197,150
09198,150
09199,150
49059,150
49058,100
46089,150
49056,150
01-18,150
37078,150
37079,60
37076,60
37077,60
37074,100
37075,150
37072,60
37073,60
37070,60
37071,150
15168,150
15169,150
30228,30
30229,150
30226,30
30227,100
30224,30
30225,7
30222,7
30223,30
30220,150
30221,60
39508,150
39509,150
39500,150
39501,7
39502,150
39503,60
39504,150
39505,150
39506,150
39507,150
67266,30
67267,7
67264,100
67265,60
67263,150
67260,100
67261,150
67268,30
67269,150
03129,100
03128,150
03123,150
03122,150
03121,30
03120,150
03127,150
03126,100
03125,150
03124,150
31096,150
31097,150
31094,100
76071,150
76070,100
76073,60
76072,100
76075,150
76074,100
76077,100
76076,60
76079,100
76078,100
31093,30
31090,150
31091,30
86007,7
86006,150
57232,150
57233,150
34037,100
34036,60
34035,60
34034,150
34033,30
34032,7
34031,100
34030,150
79214,100
79215,150
79216,60
79217,60
79210,100
79211,150
34039,30
34038,150
35346,60
35347,150
35344,100
35345,60
35342,60
35343,60
35340,150
35341,100
35348,60
57238,150
57239,150
72346,30
91247,30
2A117,150
2A114,150
2A115,150
2A118,150
2A119,150
72342,30
91243,60
72340,150
55407,60
55406,150
79016,150
55405,150
55404,150
37257,30
55403,150
91248,7
55401,150
55400,150
79018,150
79019,150
52550,150
70177,150
38473,30
38472,7
38471,7
38470,150
38476,30
38475,30
38474,30
38479,30
38478,60
36066,150
36067,150
36064,30
36065,150
36062,150
36063,30
36060,150
36061,150
36068,150
36069,150
14350,150
33257,60
33254,30
33255,150
33252,7
11187,150
33250,30
33251,150
14358,150
14359,150
11188,150
11189,150
71005,150
71004,30
33258,100
33259,7
52-09,150
52-08,150
52-07,150
52-06,150
52-05,150
52-04,150
52-03,150
52-02,150
52-01,150
87039,150
87038,60
87031,100
87030,30
87033,150
87032,150
87035,100
87034,150
87037,150
87036,150
02605,150
02604,150
02607,7
02606,150
44045,30
02600,150
44047,30
02602,100
44049,100
44048,150
02609,150
02608,150
93063,7
93062,7
91201,7
91200,30
82128,150
82129,150
82120,150
82121,7
82122,150
82123,60
82124,60
82125,60
82126,60
82127,30
19188,150
19189,150
19182,100
19183,150
19180,100
19181,150
19186,150
19187,100
19184,150
19185,150
83043,150
83049,30
52297,30
52296,150
52295,150
52294,150
52293,150
52292,150
2A253,150
52290,150
2A259,150
2A258,150
52298,150
60380,150
60381,150
60382,30
60383,150
60385,150
60386,150
60387,150
60388,150
60389,150
11407,30
11406,150
11405,30
11404,150
11402,150
11401,150
11400,150
11409,150
11408,150
19230,150
19231,150
19232,100
19233,100
19234,100
19235,150
19236,150
19237,150
19238,150
19239,150
49002,150
49003,60
80788,150
49001,30
49006,150
49007,7
49004,30
49005,150
80782,100
80783,150
49008,150
49009,100
80786,150
80787,150
80784,30
80785,30
64267,150
64266,100
64265,150
64264,150
64263,100
64262,60
64261,150
64260,30
76182,100
64269,30
64268,150
80430,30
80431,100
80432,150
80433,150
80434,150
80435,150
80436,150
80437,150
80438,150
80439,150
95580,30
95584,100
95585,7
12176,150
12177,150
12174,100
12175,150
12172,150
12173,150
12170,100
12171,150
12178,150
12179,150
45059,7
45058,150
90037,30
90036,100
90031,100
90030,30
90033,30
90032,30
45051,150
45050,30
45053,100
45052,100
45055,150
45054,150
45057,150
45056,150
29202,100
29203,150
29201,100
29206,100
29207,30
29204,30
29205,60
10444,150
10445,150
29208,60
29209,30
10440,150
10441,150
10442,30
10443,150
63129,150
63128,100
78329,30
63121,150
63120,60
63123,100
63122,150
63125,150
63124,7
63127,150
63126,100
62834,60
62835,100
62836,60
62837,30
62830,150
62831,30
62832,30
62833,150
62838,150
62839,150
14352,150
14353,100
48017,150
50358,150
50359,150
24203,150
24202,150
24205,60
24204,100
24207,150
24206,150
50350,150
50351,150
50352,150
50353,150
50354,30
50355,100
50356,150
50357,150
34231,150
34230,150
34233,150
34232,150
34235,150
34234,150
34237,150
34236,150
34239,60
34238,60
72002,100
72003,30
72004,150
72005,60
72006,60
72007,150
35180,60
35181,150
35183,30
35184,60
35185,150
35186,30
35187,30
35188,30
35189,7
77232,30
77233,100
77234,30
77235,60
77236,150
77237,7
29252,30
91634,60
91635,30
91630,60
91631,30
91639,150
55388,150
55389,150
51409,150
42269,30
51403,100
51402,150
55382,150
42268,150
51407,150
51406,30
55386,150
51404,150
22339,7
22338,30
22337,150
22335,150
22334,150
22333,150
22332,150
22331,150
22330,150
79089,150
79088,150
72059,150
42262,30
72058,100
72053,100
72052,150
79083,150
79085,150
79084,150
32329,150
32328,150
32321,150
32320,150
32323,150
32322,150
32325,150
32324,150
32327,150
32326,150
06043,30
06042,150
06041,150
06040,150
06047,7
06046,30
06045,150
06044,60
06049,150
06048,30
57528,150
57529,150
57523,60
57520,150
57521,7
57526,150
57527,60
57524,150
57525,150
31375,150
26179,30
26178,150
39169,60
26171,150
26170,30
26173,30
26172,100
26175,150
26174,60
26177,60
26176,60
74298,7
24120,150
70518,150
70519,150
31379,30
70510,150
70511,150
70512,150
31378,150
70514,150
70515,30
70516,7
70517,7
33490,150
33491,150
33492,60
33493,100
33494,7
33495,7
33496,7
14115,150
33498,150
33499,60
14118,7
14119,100
55434,150
55435,30
91-18,150
38068,30
38069,30
38060,60
38061,7
38062,30
38063,60
38064,7
38065,60
38066,150
38067,30
24124,150
40038,150
40039,150
40030,150
40031,150
40032,150
40033,150
40034,60
40035,60
40036,30
40037,30
30031,60
30030,30
30037,60
30036,30
25-07,150
55439,150
76242,60
78043,60
76243,100
76240,7
78048,60
78049,60
76241,150
61164,150
39339,150
39338,30
03088,150
03089,150
03084,150
39332,60
39331,150
39330,150
03080,100
03081,100
39335,150
39334,60
61163,150
88342,150
88343,60
88340,100
88341,7
88346,150
88347,150
88344,150
88345,150
88348,60
88349,150
24047,150
66-01,150
66-02,150
43-16,150
43-17,150
2A094,150
43-12,150
2A092,150
2A091,150
43-11,150
43-18,150
43-19,150
77173,150
77172,150
77171,30
66217,30
77177,30
77176,100
77175,100
77174,150
77179,150
77178,150
49356,150
49354,150
49355,100
49352,100
24055,150
49350,150
49351,150
02025,150
02024,150
02027,150
02026,150
02021,150
02020,60
02023,150
02022,150
02029,150
02028,150
80232,60
80233,60
80230,150
80231,150
80236,100
80237,100
80234,30
80235,150
21347,7
80238,30
80239,30
42049,150
42048,60
42043,30
42042,30
42041,30
42040,150
42047,150
42046,30
42045,150
42044,30
45219,150
45218,150
21346,150
45213,150
45212,30
45211,150
45210,150
45217,30
45216,30
45215,150
45214,100
21345,150
10134,150
10135,150
21344,150
10137,150
10130,150
10131,150
10132,150
10133,150
70259,30
70258,30
10138,150
10139,150
76311,60
21343,150
21342,150
21341,150
41020,150
41022,150
41023,60
41024,150
41025,150
41026,150
41027,150
41028,150
41029,30
21340,150
14255,150
14254,150
14257,30
14256,30
14251,100
14250,30
14253,150
14252,150
14259,150
14258,30
76317,60
2B188,150
2B180,150
2B182,150
2B183,150
2B184,150
2B185,150
2B187,150
02558,150
76151,100
65479,150
65478,150
65471,150
65470,30
65473,150
65472,150
65475,150
65474,150
65477,60
65476,60
43053,150
43052,150
43051,150
43050,150
43057,150
43056,150
43055,100
43054,150
43059,150
43058,30
46263,150
46262,150
46261,150
46260,150
46267,150
46266,30
46265,150
46264,150
46269,150
46268,150
19016,150
52486,150
52487,150
52484,150
19017,150
52482,150
52483,150
52480,150
52488,150
52489,150
94028,7
94022,7
19013,150
57052,30
57053,150
57050,150
57051,150
57056,150
57057,150
57054,150
57055,60
57058,60
57059,150
89273,150
89272,150
19018,150
19019,150
89277,150
89276,150
60649,150
60648,100
60641,30
60640,60
60643,150
60642,30
60645,100
60644,100
60647,60
60646,150
80575,150
80574,150
80577,150
80576,60
80571,100
80570,100
80573,150
80572,30
80579,60
80578,150
62647,150
62646,100
62645,150
62644,30
62643,30
62642,100
62641,30
62640,150
62649,150
62648,150
48148,150
48149,150
48144,150
48145,150
48146,150
48147,60
48140,150
48141,150
48142,150
91038,60
67039,30
67038,60
67037,60
67036,100
67035,30
67034,30
67033,30
67032,30
67031,30
67030,30
78281,60
78283,150
78285,60
78289,60
91035,30
60213,150
50259,100
50258,150
50255,100
50254,150
50257,60
50256,150
50251,30
50250,150
50253,150
50252,150
77379,30
77378,30
77374,150
77377,30
77376,30
77371,100
77370,150
77373,7
77372,7
24410,150
24411,150
24412,150
24413,100
24414,150
24415,100
24416,150
24417,150
24418,150
24419,150
85077,150
85076,100
85078,150
55029,30
55028,150
55025,150
55024,150
55027,150
55026,150
55021,150
55023,150
55022,150
73270,100
73271,150
73272,150
73273,150
73274,150
73275,150
73276,30
73277,150
73278,150
27143,150
27142,30
51618,150
51619,150
27147,30
27146,150
27145,150
27144,60
51612,150
51613,150
51610,150
51611,150
51616,150
51617,150
51614,150
56048,150
56049,100
56042,60
56043,150
56040,100
56041,150
56046,150
56047,150
56044,60
56045,60
25439,150
25438,60
02346,150
02347,30
02340,60
02341,150
36239,150
36238,150
36237,150
25430,150
25433,100
25432,150
25435,150
02349,150
36231,150
25436,150
74138,60
74139,100
61291,150
74130,150
74131,100
74136,150
74137,60
74134,150
61290,150
61293,60
61292,150
08-19,150
08-18,150
08-17,150
08-16,150
08-15,150
08-14,150
08-13,150
08-12,150
08-11,150
08-10,150
69070,60
57315,150
57314,150
57317,150
57316,30
57311,150
57310,150
57313,150
57312,60
67489,100
57319,150
57318,150
69076,30
74240,30
91457,7
33049,60
33048,150
33047,30
33046,100
33045,60
33044,100
33043,100
33042,150
33040,60
41222,150
41223,150
41220,150
41221,150
41226,7
67480,30
41224,150
41225,150
84063,150
74244,30
41228,150
41229,150
84067,150
84066,100
84065,100
74245,30
40179,30
40178,150
40175,150
40174,150
40177,150
40176,150
40171,150
40170,150
40173,150
40172,100
14097,150
14096,150
14093,150
14092,60
14091,150
14090,100
14099,150
14098,60
04188,60
04189,150
04180,150
04181,150
04182,150
04183,150
04184,150
04186,150
04187,150
08409,7
08408,150
08401,150
08400,150
08403,60
08402,150
08405,150
08404,150
08407,150
08406,150
70348,30
2A-10,150
2A-11,150
18158,100
18159,150
18152,150
18153,150
18150,30
18151,150
18156,150
18157,60
18154,150
18155,150
52301,150
38299,150
38298,30
76378,30
52300,150
38293,150
38292,100
38291,30
38290,60
38297,30
38296,30
38295,60
38294,30
83040,150
83041,150
83042,30
52302,150
83044,150
83045,100
83046,100
83047,30
83048,100
52305,150
52304,150
80315,150
52307,150
52306,150
76185,100
76184,60
76187,7
76186,150
76181,100
76180,60
76183,7
52308,150
76371,150
76189,60
76188,150
80314,150
15058,100
15059,150
15054,150
15055,100
15056,150
15057,150
15050,150
15051,150
15052,150
15053,150
70549,150
70548,150
31377,60
31376,150
39168,60
31374,30
31373,150
31372,150
31371,150
31370,150
39162,60
39163,150
39160,150
39161,150
39166,150
39167,150
39164,60
39165,60
70547,30
70546,150
80310,150
21129,150
21128,150
21127,150
21126,30
21125,150
21124,150
21123,150
21122,150
21121,150
21120,150
16059,150
19086,150
19089,150
19088,150
21198,150
21199,150
55368,150
78003,150
30-18,150
30-19,150
30-14,150
30-15,150
30-16,150
78007,30
21192,30
21193,150
78005,7
62401,30
62400,100
62403,60
62402,100
62405,60
62404,150
62407,30
62406,150
62409,150
62408,60
80319,150
85073,150
85072,60
85071,60
85070,60
80009,150
80008,60
85074,150
80005,150
80004,60
80006,150
80001,7
80003,150
80002,150
54574,150
54575,150
54576,100
54577,150
54570,150
54571,60
54572,150
54573,100
54578,7
54579,30
91-13,150
59124,30
59125,100
59126,150
59127,150
59120,30
08090,150
59122,7
59123,100
59128,150
59129,30
08098,150
08099,150
50-23,150
50-22,150
50-21,150
50-20,150
50-27,150
50-26,150
50-25,150
50-24,150
95365,150
95369,30
63299,150
90084,100
31581,30
55470,30
31585,30
63293,150
63292,150
28234,150
28235,100
28236,30
28237,30
28230,60
28231,150
28232,100
28233,30
28239,30
11038,150
11039,30
68246,30
2B229,150
2B225,150
2B224,150
2B227,150
2B226,150
2B221,150
2B220,150
2B223,150
2B222,150
68242,100
51054,150
51055,60
51056,150
51057,150
51050,150
22-23,150
51052,100
51053,150
51058,30
51059,30
61321,60
61320,150
61323,150
61322,60
61325,150
61324,150
61327,150
61326,150
61329,60
61328,150
67410,60
82098,150
82099,30
82094,150
82095,150
82096,60
82097,150
82090,150
82091,150
82092,150
82093,150
25141,150
25140,150
25143,150
25142,150
25145,150
25147,60
25149,150
25148,30
56204,30
56205,60
56206,30
56207,60
56200,60
56201,150
56202,60
56203,150
56208,150
56209,150
16356,150
16357,150
16354,150
16355,150
