id,postcode,name,density,x,y
01-01,,Ambérieu-en-Bugey,30,,
01-02,,Attignat,59,,
01-03,,Bellegarde-sur-Valserine,30,,
01-04,,Belley,38,,
01-07,,Ceyzériat,27,,
01-08,,Châtillon-sur-Chalaronne,34,,
01-09,,Gex,50,,
01-10,,Hauteville-Lompnes,19,,
01-11,,Lagnieu,25,,
01-12,,Meximieux,42,,
01-14,,Nantua,28,,
01-16,,Pont-d'Ain,31,,
01-17,,Replonges,33,,
01-18,,Saint-Étienne-du-Bois,34,,
01-20,,Thoiry,23,,
01-22,,Villars-les-Dombes,37,,
01-23,,Vonnas,62,,
01001,01400,L'Abergement-Clémenciat,49,4.93,46.15
01002,01640,L'Abergement-de-Varey,26,5.43,46.01
01004,01500,Ambérieu-en-Bugey,579,5.37,45.96
01005,01330,Ambérieux-en-Dombes,103,4.91,46.00
01006,01300,Ambléon,19,5.59,45.75
01007,01500,Ambronay,73,5.36,46.01
01008,01500,Ambutrix,142,5.33,45.94
01009,01300,Andert-et-Condon,49,5.66,45.79
01010,01350,Anglefort,37,5.79,45.91
01011,01100,Apremont,26,5.66,46.21
01012,01110,Aranc,14,5.51,46.00
01013,01230,Arandas,11,5.50,45.89
01014,01100,Arbent,146,5.69,46.28
01015,01300,Arbignieu,37,5.65,45.72
01016,01190,Arbigny,24,4.96,46.48
01017,01230,Argis,54,5.48,45.93
01019,01510,Armix,3,5.58,45.85
01021,01480,Ars-sur-Formans,251,4.82,45.99
01022,01510,Artemare,313,5.69,45.87
01023,01570,Asnières-sur-Saône,15,4.88,46.39
01024,01340,Attignat,166,5.18,46.29
01025,01380,Bâgé-la-Ville,79,4.95,46.32
01026,01380,Bâgé-le-Châtel,942,4.93,46.31
01027,01360,Balan,154,5.11,45.83
01028,01990,Baneins,63,4.90,46.11
01029,01270,Beaupont,48,5.26,46.43
01030,01480,Beauregard,921,4.76,46.00
01031,01100,Bellignat,465,5.64,46.24
01032,01360,Béligneux,238,5.14,45.86
01033,01200,Bellegarde-sur-Valserine,760,5.83,46.11
01034,01300,Belley,396,5.68,45.75
01035,01130,Belleydoux,19,5.79,46.25
01036,01260,Belmont-Luthézieu,27,5.65,45.89
01037,01470,Bénonces,18,5.48,45.84
01038,01370,Bény,39,5.28,46.32
01039,01350,Béon,42,5.75,45.86
01040,01340,Béréziat,43,5.04,46.37
01041,01500,Bettant,219,5.37,45.94
01042,01290,Bey,94,4.85,46.22
01043,01700,Beynost,426,5.00,45.84
01044,01200,Billiat,40,5.77,46.08
01045,01330,Birieux,17,5.04,45.95
01046,01290,Biziat,72,4.94,46.23
01047,01150,Blyes,98,5.25,45.85
01049,01120,La Boisse,309,5.03,45.84
01050,01380,Boissey,33,5.00,46.37
01051,01450,Bolozon,18,5.47,46.20
01052,01330,Bouligneux,12,4.99,46.02
01053,01000,Bourg-en-Bresse,1684,5.25,46.21
01054,01800,Bourg-Saint-Christophe,137,5.14,45.89
01056,01640,Boyeux-Saint-Jérôme,21,5.46,46.04
01057,01190,Boz,68,4.91,46.41
01058,01300,Brégnier-Cordon,81,5.62,45.64
01059,01260,Brénaz,9,5.74,45.95
01060,01110,Brénod,23,5.61,46.08
01061,01300,Brens,176,5.69,45.71
01062,01360,Bressolles,101,5.10,45.87
01063,01460,Brion,115,5.55,46.17
01064,01470,Briord,75,5.49,45.77
01065,01310,Buellas,168,5.15,46.21
01066,01510,La Burbanche,7,5.55,45.86
01067,01430,Ceignes,26,5.50,46.13
01068,01450,Cerdon,60,5.48,46.07
01069,01240,Certines,91,5.26,46.13
01071,01170,Cessy,679,6.08,46.32
01072,01250,Ceyzériat,314,5.32,46.18
01073,01350,Ceyzérieu,50,5.72,45.83
01074,01320,Chalamont,73,5.17,46.01
01075,01480,Chaleins,68,4.80,46.03
01076,01230,Chaley,30,5.54,45.95
01077,01450,Challes-la-Montagne,23,5.46,46.12
01078,01630,Challex,160,5.97,46.18
01079,01260,Champagne-en-Valromey,43,5.69,45.93
01080,01110,Champdor,27,5.60,46.02
01081,01410,Champfromier,21,5.82,46.22
01082,01420,Chanay,35,5.77,46.01
01083,01990,Chaneins,65,4.85,46.09
01084,01400,Chanoz-Châtenay,55,5.03,46.19
01085,01240,La Chapelle-du-Châtelard,27,5.02,46.07
01087,01130,Charix,15,5.68,46.19
01088,01800,Charnoz-sur-Ain,138,5.22,45.87
01089,01500,Château-Gaillard,117,5.31,45.97
01090,01320,Châtenay,23,5.20,46.03
01091,01200,Châtillon-en-Michaille,83,5.77,46.13
01092,01320,Châtillon-la-Palud,113,5.24,45.97
01093,01400,Châtillon-sur-Chalaronne,276,4.96,46.12
01094,01190,Chavannes-sur-Reyssouze,43,5.01,46.44
01095,01250,Chavannes-sur-Suran,30,5.42,46.27
01096,01660,Chaveyriat,57,5.06,46.20
01097,01510,Chavornay,27,5.72,45.88
01098,01300,Chazey-Bons,76,5.68,45.79
01099,01150,Chazey-sur-Ain,71,5.25,45.89
01100,01510,Cheignieu-la-Balme,24,5.60,45.82
01101,01430,Chevillard,24,5.58,46.11
01102,01190,Chevroux,55,4.96,46.38
01103,01170,Chevry,228,6.05,46.28
01104,01410,Chézery-Forens,10,5.87,46.22
01105,01390,Civrieux,71,4.89,45.92
01106,01250,Cize,38,5.45,46.20
01107,01230,Cleyzieu,18,5.43,45.90
01108,01270,Coligny,69,5.33,46.39
01109,01550,Collonges,126,5.90,46.14
01110,01300,Colomieu,20,5.63,45.74
01111,01230,Conand,7,5.48,45.88
01112,01430,Condamine,90,5.56,46.11
01113,01400,Condeissiat,36,5.08,46.15
01114,01200,Confort,47,5.83,46.15
01115,01310,Confrançon,69,5.06,46.27
01116,01300,Contrevoz,37,5.62,45.80
01117,01300,Conzieu,20,5.60,45.73
01118,01420,Corbonod,38,5.79,45.97
01119,01110,Corcelles,17,5.57,46.04
01121,01110,Corlier,22,5.50,46.03
01122,01110,Cormaranche-en-Bugey,43,5.61,45.94
01123,01290,Cormoranche-sur-Saône,110,4.83,46.24
01124,01560,Cormoz,34,5.22,46.43
01125,01250,Corveissiat,27,5.47,46.25
01127,01370,Courmangoux,34,5.36,46.33
01128,01560,Courtes,30,5.11,46.46
01129,01320,Crans,20,5.20,45.97
01130,01340,Cras-sur-Reyssouze,99,5.18,46.31
01133,01350,Cressin-Rochefort,47,5.77,45.78
01134,01750,Crottet,142,4.88,46.28
01135,01170,Crozet,71,6.00,46.29
01136,01290,Cruzilles-lès-Mépillat,70,4.87,46.22
01138,01350,Culoz,152,5.78,45.86
01139,01560,Curciat-Dongalon,19,5.16,46.49
01140,01310,Curtafond,59,5.10,46.27
01141,01300,Cuzieu,84,5.68,45.82
01142,01120,Dagneux,627,5.07,45.85
01143,01220,Divonne-les-Bains,254,6.12,46.38
01144,01380,Dommartin,51,5.00,46.34
01145,01240,Dompierre-sur-Veyle,41,5.22,46.07
01146,01400,Dompierre-sur-Chalaronne,81,4.90,46.14
01147,01270,Domsure,31,5.29,46.42
01148,01590,Dortan,103,5.64,46.31
01149,01500,Douvres,189,5.37,45.98
01150,01250,Drom,28,5.37,46.22
01151,01160,Druillat,56,5.29,46.07
01152,01130,Échallon,27,5.73,46.23
01153,01170,Échenevex,110,6.02,46.32
01154,01340,Étrez,66,5.19,46.34
01155,01230,Évosges,12,5.50,45.96
01156,01800,Faramans,66,5.12,45.91
01157,01480,Fareins,267,4.76,46.02
01158,01550,Farges,64,5.90,46.17
01159,01570,Feillens,211,4.89,46.34
01160,01210,Ferney-Voltaire,1850,6.11,46.25
01162,01350,Flaxieu,23,5.74,45.81
01163,01340,Foissiat,49,5.18,46.38
01165,01090,Francheleins,107,4.81,46.07
01166,01480,Frans,247,4.78,45.99
01167,01140,Garnerans,77,4.83,46.21
01169,01090,Genouilleux,147,4.79,46.12
01170,01460,Béard-Géovreissiat,208,5.55,46.19
01171,01100,Géovreisset,278,5.61,46.25
01172,01250,Germagnat,16,5.45,46.31
01173,01170,Gex,333,6.05,46.35
01174,01130,Giron,18,5.78,46.22
01175,01190,Gorrevod,119,4.95,46.42
01176,01260,Le Grand-Abergement,4,5.69,46.09
01177,01250,Grand-Corent,24,5.43,46.21
01179,01290,Grièges,131,4.85,46.26
01180,01220,Grilly,104,6.11,46.33
01181,01100,Groissiat,184,5.61,46.23
01182,01680,Groslée,49,5.57,45.72
01183,01090,Guéreins,308,4.78,46.11
01184,01250,Hautecourt-Romanèche,37,5.43,46.16
01185,01110,Hauteville-Lompnes,78,5.58,45.97
01186,01110,Hostiaz,8,5.54,45.91
01187,01260,Hotonnes,11,5.70,46.03
01188,01140,Illiat,29,4.89,46.19
01189,01200,Injoux-Génissiat,38,5.76,46.05
01190,01680,Innimond,9,5.57,45.79
01191,01430,Izenave,13,5.52,46.04
01192,01580,Izernore,111,5.56,46.22
01193,01300,Izieu,28,5.64,45.66
01194,01480,Jassans-Riottier,1311,4.76,45.98
01195,01250,Jasseron,88,5.31,46.21
01196,01340,Jayat,67,5.11,46.37
01197,01250,Journans,140,5.33,46.15
01198,01800,Joyeux,15,5.10,45.95
01199,01640,Jujurieux,140,5.41,46.05
01200,01450,Labalme,23,5.49,46.09
01202,01150,Lagnieu,249,5.33,45.89
01203,01290,Laiz,111,4.90,46.25
01204,01130,Lalleyriat,17,5.72,46.15
01205,01200,Lancrans,107,5.84,46.13
01206,01430,Lantenay,40,5.54,46.05
01207,01330,Lapeyrouse,15,4.98,45.99
01208,01350,Lavours,24,5.77,45.81
01209,01200,Léaz,54,5.88,46.11
01210,01410,Lélex,13,5.93,46.29
01211,01240,Lent,44,5.20,46.12
01212,01560,Lescheroux,34,5.15,46.41
01213,01150,Leyment,89,5.29,45.93
01214,01450,Leyssard,16,5.48,46.16
01215,01420,Lhôpital,14,5.76,46.02
01216,01680,Lhuis,36,5.54,45.74
01218,01260,Lochieu,14,5.74,45.93
01219,01680,Lompnas,12,5.52,45.81
01221,01260,Lompnieu,11,5.66,45.97
01224,01360,Loyettes,141,5.22,45.79
01225,01090,Lurcy,82,4.78,46.06
01227,01300,Magnieu,69,5.71,45.78
01228,01430,Maillat,58,5.53,46.12
01229,01340,Malafretaz,117,5.14,46.33
01230,01560,Mantenay-Montlin,28,5.11,46.43
01231,01570,Manziat,154,4.90,46.36
01232,01851,Marboz,55,5.24,46.34
01233,01680,Marchamp,10,5.55,45.77
01234,01300,Marignieu,44,5.72,45.80
01235,01240,Marlieux,57,5.07,46.06
01236,01340,Marsonnas,55,5.06,46.34
01237,01100,Martignat,120,5.61,46.20
01238,01600,Massieux,781,4.83,45.91
01239,01300,Massignieu-de-Rives,66,5.76,45.76
01240,01580,Matafelon-Granges,30,5.54,46.26
01241,01370,Meillonnas,73,5.34,46.25
01242,01450,Mérignat,41,5.44,46.07
01243,01480,Messimy-sur-Saône,204,4.76,46.05
01244,01800,Meximieux,531,5.20,45.91
01245,01250,Bohas-Meyriat-Rignat,36,5.38,46.14
01246,01660,Mézériat,110,5.05,46.24
01247,01410,Mijoux,17,6.01,46.36
01248,01390,Mionnay,108,4.92,45.90
01249,01700,Miribel,373,4.94,45.84
01250,01600,Misérieux,241,4.81,45.98
01252,01140,Mogneneins,88,4.82,46.14
01254,01250,Montagnat,127,5.28,46.17
01255,01470,Montagnieu,86,5.46,45.80
01257,01200,Montanges,24,5.79,46.17
01258,01090,Montceaux,122,4.80,46.10
01259,01310,Montcet,98,5.11,46.22
01260,01800,Le Montellier,16,5.07,45.93
01261,01390,Monthieux,60,4.95,45.96
01262,01120,Montluel,177,5.02,45.89
01263,01090,Montmerle-sur-Saône,925,4.76,46.09
01264,01310,Montracol,68,5.12,46.19
01265,01460,Montréal-la-Cluse,267,5.59,46.18
01266,01340,Montrevel-en-Bresse,235,5.11,46.32
01267,01460,Nurieux-Volognat,54,5.51,46.18
01268,01300,Murs-et-Gélignieux,38,5.66,45.64
01269,01460,Nantua,281,5.61,46.15
01271,01300,Nattages,55,5.75,45.72
01272,01400,Neuville-les-Dames,56,5.01,46.16
01273,01160,Neuville-sur-Ain,81,5.37,46.09
01274,01130,Les Neyrolles,67,5.64,46.14
01275,01700,Neyron,468,4.93,45.82
01276,01120,Niévroz,144,5.06,45.82
01277,01230,Nivollet-Montgriffon,15,5.46,46.00
01279,01230,Oncieu,12,5.47,45.97
01280,01510,Ordonnaz,10,5.54,45.83
01281,01210,Ornex,714,6.09,46.28
01282,01430,Outriaz,43,5.56,46.07
01283,01100,Oyonnax,620,5.65,46.26
01284,01190,Ozan,97,4.92,46.39
01285,01600,Parcieux,358,4.83,45.92
01286,01300,Parves,67,5.74,45.74
01288,01630,Péron,89,5.92,46.19
01289,01960,Péronnas,347,5.22,46.17
01290,01800,Pérouges,64,5.18,45.88
01291,01540,Perrex,72,4.97,46.25
01292,01260,Le Petit-Abergement,5,5.65,46.07
01293,01430,Peyriat,29,5.51,46.15
01294,01300,Peyrieu,59,5.68,45.68
01295,01140,Peyzieux-sur-Saône,67,4.82,46.12
01296,01270,Pirajoux,29,5.27,46.39
01297,01120,Pizay,69,5.09,45.89
01298,01130,Plagne,22,5.72,46.19
01299,01330,Le Plantay,27,5.09,46.02
01300,01130,Le Poizat,25,5.68,46.14
01301,01310,Polliat,118,5.14,46.25
01302,01350,Pollieu,42,5.75,45.80
01303,01450,Poncin,85,5.42,46.09
01304,01160,Pont-d'Ain,238,5.35,46.05
01305,01190,Pont-de-Vaux,300,4.93,46.44
01306,01290,Pont-de-Veyle,827,4.88,46.26
01307,01460,Port,200,5.58,46.16
01308,01550,Pougny,105,5.95,46.15
01309,01250,Pouillat,15,5.42,46.32
01310,01300,Prémeyzel,29,5.64,45.68
01311,01110,Prémillieu,5,5.56,45.88
01312,01370,Pressiat,39,5.38,46.32
01313,01280,Prévessin-Moëns,614,6.07,46.26
01314,01160,Priay,98,5.28,46.02
01316,01510,Pugieu,37,5.65,45.82
01317,01250,Ramasse,27,5.36,46.19
01318,01390,Rancé,70,4.86,45.97
01319,01990,Relevant,38,4.94,46.08
01320,01750,Replonges,220,4.88,46.31
01321,01250,Revonnas,112,5.34,46.16
01322,01600,Reyrieux,275,4.83,45.94
01323,01190,Reyssouze,102,4.91,46.43
01325,01800,Rignieux-le-Franc,64,5.17,45.95
01328,01400,Romans,27,5.02,46.12
01329,01510,Rossillon,18,5.60,45.84
01330,01260,Ruffieu,14,5.65,46.00
01331,01450,Saint-Alban,20,5.45,46.10
01332,01380,Saint-André-de-Bâgé,253,4.91,46.30
01333,01390,Saint-André-de-Corcy,143,4.95,45.93
01334,01290,Saint-André-d'Huiriat,60,4.91,46.21
01335,01240,Saint-André-le-Bouchoux,36,5.08,46.11
01336,01960,Saint-André-sur-Vieux-Jonc,46,5.14,46.15
01337,01190,Saint-Bénigne,73,4.95,46.45
01338,01300,Saint-Benoît,37,5.58,45.69
01339,01600,Saint-Bernard,443,4.74,45.95
01340,01300,Saint-Bois,14,5.63,45.70
01341,01300,Saint-Champ,29,5.73,45.78
01342,01120,Sainte-Croix,49,5.05,45.90
01343,01380,Saint-Cyr-sur-Menthon,101,4.97,46.28
01344,01000,Saint-Denis-lès-Bourg,438,5.18,46.21
01345,01500,Saint-Denis-en-Bugey,834,5.32,45.95
01346,01340,Saint-Didier-d'Aussiat,59,5.06,46.31
01347,01600,Saint-Didier-de-Formans,273,4.78,45.96
01348,01140,Saint-Didier-sur-Chalaronne,111,4.82,46.18
01349,01800,Saint-Éloi,31,5.15,45.93
01350,01370,Saint-Étienne-du-Bois,88,5.28,46.27
01351,01140,Saint-Étienne-sur-Chalaronne,71,4.87,46.15
01352,01190,Saint-Étienne-sur-Reyssouze,40,5.01,46.40
01353,01600,Sainte-Euphémie,343,4.79,45.97
01354,01630,Saint-Genis-Pouilly,964,6.04,46.25
01355,01380,Saint-Genis-sur-Menthon,39,5.01,46.28
01356,01400,Saint-Georges-sur-Renon,37,5.03,46.10
01357,01130,Saint-Germain-de-Joux,40,5.75,46.18
01358,01300,Saint-Germain-les-Paroisses,25,5.62,45.77
01359,01240,Saint-Germain-sur-Renon,15,5.06,46.08
01360,01630,Saint-Jean-de-Gonville,121,5.94,46.22
01361,01800,Saint-Jean-de-Niost,101,5.21,45.84
01362,01390,Saint-Jean-de-Thurigneux,48,4.90,45.96
01363,01640,Saint-Jean-le-Vieux,106,5.38,46.03
01364,01560,Saint-Jean-sur-Reyssouze,27,5.06,46.40
01365,01290,Saint-Jean-sur-Veyle,97,4.92,46.27
01366,01150,Sainte-Julie,84,5.28,45.88
01367,01560,Saint-Julien-sur-Reyssouze,98,5.10,46.40
01368,01540,Saint-Julien-sur-Veyle,75,4.96,46.20
01369,01250,Saint-Just,262,5.28,46.19
01370,01750,Saint-Laurent-sur-Saône,3340,4.84,46.31
01371,01390,Saint-Marcel,103,4.99,45.95
01372,01510,Saint-Martin-de-Bavel,50,5.68,45.85
01373,01430,Saint-Martin-du-Frêne,57,5.57,46.14
01374,01160,Saint-Martin-du-Mont,60,5.33,46.11
01375,01310,Saint-Martin-le-Châtel,62,5.12,46.29
01376,01700,Saint-Maurice-de-Beynost,553,4.98,45.83
01378,01800,Saint-Maurice-de-Gourdans,97,5.17,45.82
01379,01500,Saint-Maurice-de-Rémens,70,5.27,45.95
01380,01560,Saint-Nizier-le-Bouchoux,24,5.18,46.45
01381,01320,Saint-Nizier-le-Désert,36,5.14,46.05
01382,01330,Sainte-Olive,40,4.94,46.01
01383,01240,Saint-Paul-de-Varax,58,5.13,46.10
01384,01230,Saint-Rambert-en-Bugey,78,5.44,45.95
01385,01310,Saint-Rémy,131,5.17,46.18
01386,01150,Saint-Sorlin-en-Bugey,118,5.38,45.89
01387,01340,Saint-Sulpice,33,5.04,46.32
01388,01560,Saint-Trivier-de-Courtes,65,5.07,46.46
01389,01990,Saint-Trivier-sur-Moignans,43,4.90,46.06
01390,01150,Saint-Vulbas,47,5.27,45.82
01391,01270,Salavre,37,5.35,46.36
01392,01580,Samognat,49,5.59,46.26
01393,01400,Sandrans,18,4.98,46.07
01396,01150,Sault-Brénaz,183,5.40,45.87
01397,01220,Sauverny,566,6.11,46.31
01398,01480,Savigneux,84,4.86,46.00
01399,01170,Ségny,544,6.07,46.29
01400,01470,Seillonnaz,15,5.50,45.80
01401,01630,Sergy,215,5.99,46.26
01402,01190,Sermoyer,40,4.98,46.50
01403,01470,Serrières-de-Briord,162,5.44,45.81
01404,01450,Serrières-sur-Ain,15,5.45,46.15
01405,01960,Servas,91,5.18,46.14
01406,01560,Servignat,21,5.06,46.44
01407,01420,Seyssel,396,5.83,45.95
01408,01250,Simandre-sur-Suran,42,5.42,46.23
01409,01260,Songieu,6,5.72,45.98
01410,01580,Sonthonnax-la-Montagne,22,5.51,46.22
01411,01150,Souclin,20,5.43,45.88
01412,01400,Sulignat,51,4.96,46.17
01413,01420,Surjoux,17,5.80,46.03
01414,01260,Sutrieu,12,5.65,45.93
01415,01510,Talissieu,90,5.72,45.86
01416,01230,Tenay,83,5.51,45.92
01417,01110,Thézillieu,12,5.60,45.89
01418,01120,Thil,200,5.02,45.82
01419,01710,Thoiry,198,5.97,46.24
01420,01140,Thoissey,1186,4.80,46.17
01421,01230,Torcieu,66,5.40,45.92
01422,01250,Tossiat,135,5.30,46.14
01423,01600,Toussieux,168,4.83,45.96
01424,01390,Tramoyes,127,4.96,45.87
01425,01160,La Tranclière,20,5.26,46.10
01426,01370,Treffort-Cuisiat,57,5.36,46.28
01427,01600,Trévoux,1176,4.77,45.94
01428,01140,Valeins,24,4.87,46.11
01429,01660,Vandeins,70,5.08,46.22
01430,01160,Varambon,65,5.29,46.04
01431,01150,Vaux-en-Bugey,146,5.36,45.92
01432,01270,Verjon,50,5.35,46.35
01433,01560,Vernoux,31,5.11,46.48
01434,01330,Versailleux,19,5.11,45.99
01435,01210,Versonnex,364,6.10,46.30
01436,01170,Vesancy,50,6.08,46.36
01437,01560,Vescours,18,5.03,46.47
01439,01570,Vésines,26,4.86,46.36
01441,01430,Vieu-d'Izenave,29,5.55,46.09
01442,01260,Vieu,58,5.69,45.89
01443,01330,Villars-les-Dombes,180,5.05,45.99
01444,01150,Villebois,80,5.45,45.85
01445,01270,Villemotier,46,5.31,46.35
01446,01480,Villeneuve,53,4.85,46.03
01447,01250,Villereversure,69,5.39,46.19
01448,01200,Villes,39,5.76,46.10
01449,01320,Villette-sur-Ain,35,5.25,46.01
01450,01800,Villieu-Loyes-Mollon,201,5.23,45.93
01451,01440,Viriat,137,5.22,46.25
01452,01510,Virieu-le-Grand,91,5.64,45.85
01453,01260,Virieu-le-Petit,19,5.74,45.91
01454,01300,Virignin,119,5.71,45.73
01456,01350,Vongnes,36,5.72,45.81
01457,01540,Vonnas,160,5.00,46.22
02-01,,Bohain-en-Vermandois,46,,
02-02,,Château-Thierry,31,,
02-03,,Chauny,47,,
02-04,,Essômes-sur-Marne,25,,
02-05,,Fère-en-Tardenois,28,,
02-06,,Guignicourt,25,,
02-07,,Guise,33,,
02-08,,Hirson,26,,
02-09,,Laon-1,42,,
02-10,,Laon-2,29,,
02-11,,Marle,26,,
02-12,,Ribemont,40,,
02-13,,Saint-Quentin-1,31,,
02-14,,Saint-Quentin-2,39,,
02-15,,Saint-Quentin-3,33,,
02-16,,Soissons-1,33,,
02-17,,Soissons-2,39,,
02-18,,Tergnier,38,,
02-19,,Vervins,24,,
02-20,,Vic-sur-Aisne,36,,
02-21,,Villers-Cotterêts,25,,
02001,02300,Abbécourt,91,3.18,49.60
02002,02800,Achery,90,3.40,49.69
02003,02200,Acy,86,3.42,49.35
02004,02340,Agnicourt-et-Séchelles,19,3.96,49.72
02005,02190,Aguilcourt,37,3.97,49.39
02006,02110,Aisonville-et-Bernoville,31,3.51,49.93
02007,02820,Aizelles,23,3.82,49.49
02008,02370,Aizy-Jouy,20,3.51,49.44
02009,02240,Alaincourt,88,3.37,49.77
02010,02320,Allemant,34,3.45,49.46
02011,02290,Ambleny,66,3.18,49.38
02012,02200,Ambrief,14,3.40,49.32
02013,02190,Amifontaine,15,3.92,49.50
02014,02700,Amigny-Rouy,57,3.30,49.61
02015,02600,Ancienville,20,3.21,49.22
02016,02800,Andelain,68,3.37,49.64
02017,02800,Anguilcourt-le-Sart,33,3.43,49.69
02018,02320,Anizy-le-Château,203,3.43,49.50
02019,02480,Annois,66,3.18,49.72
02020,02500,Any-Martin-Rieux,26,4.22,49.88
02021,02360,Archon,13,4.12,49.74
02022,02130,Arcy-Sainte-Restitue,16,3.48,49.25
02023,02210,Armentières-sur-Ourcq,15,3.39,49.17
02024,02860,Arrancy,10,3.76,49.50
02025,02480,Artemps,57,3.20,49.76
02026,02330,Artonges,15,3.54,48.93
02027,02270,Assis-sur-Serre,33,3.55,49.68
02028,02840,Athies-sous-Laon,170,3.69,49.58
02029,02490,Attilly,32,3.15,49.86
02030,02420,Aubencheul-aux-Bois,141,3.26,50.02
02031,02500,Aubenton,29,4.19,49.83
02032,02590,Aubigny-aux-Kaisnes,64,3.12,49.77
02033,02820,Aubigny-en-Laonnois,25,3.79,49.50
02034,02300,Audignicourt,18,3.13,49.48
02035,02120,Audigny,26,3.63,49.87
02036,02220,Augy,35,3.51,49.34
02037,02000,Aulnois-sous-Laon,137,3.61,49.62
02038,02360,Les Autels,13,4.22,49.76
02039,02250,Autremencourt,19,3.79,49.71
02040,02580,Autreppes,27,3.86,49.90
02041,02300,Autreville,233,3.24,49.59
02042,02400,Azy-sur-Marne,144,3.36,49.00
02043,02290,Bagneux,33,3.28,49.46
02044,02140,Bancigny,9,4.04,49.80
02046,02000,Barenton-Bugny,50,3.66,49.62
02047,02000,Barenton-Cel,20,3.65,49.65
02048,02270,Barenton-sur-Serre,15,3.69,49.67
02049,02700,Barisis,49,3.33,49.58
02050,02170,Barzy-en-Thiérache,41,3.75,50.04
02051,02850,Barzy-sur-Marne,51,3.56,49.09
02052,02380,Bassoles-Aulers,20,3.38,49.53
02053,02330,Baulne-en-Brie,14,3.60,48.99
02054,02220,Bazoches-sur-Vesles,50,3.62,49.31
02055,02500,Beaumé,11,4.15,49.82
02056,02300,Beaumont-en-Beine,31,3.13,49.69
02057,02110,Beaurevoir,68,3.33,50.00
02058,02160,Beaurieux,80,3.75,49.40
02059,02800,Beautor,360,3.34,49.65
02060,02590,Beauvois-en-Vermandois,38,3.10,49.83
02061,02110,Becquigny,60,3.46,50.02
02062,02400,Belleau,21,3.30,49.08
02063,02420,Bellenglise,60,3.24,49.93
02064,02200,Belleu,849,3.34,49.36
02065,02420,Bellicourt,65,3.23,49.96
02066,02440,Benay,31,3.31,49.76
02067,02450,Bergues-sur-Sambre,50,3.71,50.03
02068,02250,Berlancourt,20,3.76,49.78
02069,02340,Berlise,19,4.11,49.66
02070,02120,Bernot,27,3.49,49.88
02071,02290,Berny-Rivière,80,3.15,49.41
02072,02820,Berrieux,37,3.85,49.48
02073,02190,Berry-au-Bac,73,3.90,49.41
02074,02800,Bertaucourt-Epourdon,82,3.40,49.63
02075,02240,Berthenicourt,67,3.37,49.78
02076,02190,Bertricourt,38,4.01,49.40
02077,02200,Berzy-le-Sec,35,3.30,49.32
02078,02300,Besmé,59,3.16,49.53
02079,02500,Besmont,10,4.12,49.82
02080,02870,Besny-et-Loizy,38,3.58,49.59
02081,02300,Béthancourt-en-Vaux,110,3.14,49.63
02082,02210,Beugneux,15,3.42,49.23
02083,02130,Beuvardes,46,3.49,49.13
02084,02310,Bézu-le-Guéry,23,3.23,49.01
02085,02400,Bézu-Saint-Germain,89,3.41,49.10
02086,02300,Bichancourt,137,3.21,49.58
02087,02290,Bieuxy,7,3.27,49.45
02088,02860,Bièvres,26,3.71,49.49
02089,02200,Billy-sur-Aisne,150,3.38,49.36
02090,02210,Billy-sur-Ourcq,21,3.30,49.22
02091,02160,Blanzy-lès-Fismes,19,3.67,49.34
02093,02300,Blérancourt,114,3.15,49.51
02094,02400,Blesmes,41,3.46,49.03
02095,02110,Bohain-en-Vermandois,184,3.46,49.99
02096,02270,Bois-lès-Pargny,18,3.65,49.74
02097,02350,Boncourt,19,3.96,49.63
02098,02400,Bonneil,185,3.35,49.01
02099,02400,Bonnesvalyn,39,3.32,49.13
02100,02420,Bony,17,3.22,49.99
02101,02250,Bosmont-sur-Serre,21,3.87,49.74
02102,02860,Bouconville-Vauclair,15,3.76,49.46
02103,02450,Boué,122,3.71,50.01
02104,02160,Bouffignereux,24,3.85,49.38
02105,02400,Bouresches,27,3.32,49.07
02106,02160,Bourg-et-Comin,160,3.66,49.40
02107,02300,Bourguignon-sous-Coucy,34,3.15,49.54
02108,02000,Bourguignon-sous-Montbavin,77,3.54,49.53
02109,02140,La Bouteille,26,3.96,49.88
02110,02220,Braine,192,3.54,49.35
02111,02320,Brancourt-en-Laonnois,108,3.41,49.52
02112,02110,Brancourt-le-Grand,47,3.39,49.98
02114,02400,Brasles,187,3.42,49.06
02115,02000,Braye-en-Laonnois,28,3.61,49.44
02116,02140,Braye-en-Thiérache,15,3.96,49.77
02117,02480,Bray-Saint-Christophe,26,3.14,49.77
02118,02880,Braye,89,3.38,49.42
02119,02210,Brécy,35,3.42,49.14
02120,02220,Brenelle,45,3.54,49.37
02121,02210,Breny,57,3.35,49.18
02122,02870,Brie,21,3.47,49.60
02123,02240,Brissay-Choigny,33,3.40,49.72
02124,02240,Brissy-Hamégicourt,52,3.40,49.74
02125,02810,Brumetz,31,3.15,49.11
02126,02360,Brunehamel,59,4.19,49.77
02127,02130,Bruyères-sur-Fère,22,3.45,49.20
02128,02860,Bruyères-et-Montbérault,135,3.67,49.52
02129,02220,Bruys,4,3.57,49.26
02130,02500,Bucilly,15,4.09,49.87
02131,02880,Bucy-le-Long,150,3.40,49.39
02132,02870,Bucy-lès-Cerny,23,3.50,49.58
02133,02350,Bucy-lès-Pierrepont,29,3.90,49.65
