id,empty
02242,11.3
02243,7.4
02244,9.1
02245,7.0
02246,6.1
02248,4.7
02249,2.0
02250,12.1
02251,11.2
02252,8.4
02253,9.6
02254,5.4
02255,7.5
02256,13.6
02257,5.4
02258,1.7
02259,4.4
02260,6.8
02261,13.1
02262,4.1
02263,9.7
02264,9.9
02265,0.0
02266,14.3
02267,9.1
02268,5.2
02269,5.5
02270,10.3
02271,6.6
02272,7.3
02273,7.2
02274,11.2
02275,14.0
02276,5.2
02277,5.5
02278,10.8
02279,8.4
02280,4.3
02281,10.9
02282,8.1
02283,4.2
02284,11.1
02286,10.6
02287,2.6
02288,6.8
02289,5.0
02290,6.9
02291,4.5
02292,7.0
02293,4.6
02294,4.3
02295,9.2
02296,4.8
02297,5.5
02298,9.1
02299,4.9
02301,3.8
02302,15.3
02303,4.2
02304,15.7
02305,11.0
02306,9.4
02307,9.2
02308,8.8
02309,14.8
02310,8.7
02311,1.7
02312,8.1
02313,9.4
02315,7.3
02316,0.0
02317,6.7
02318,9.8
02319,6.3
02320,4.3
02321,10.4
02322,8.7
02323,9.1
02324,11.1
02325,5.7
02326,4.8
02327,5.3
02328,5.5
02329,9.4
02330,2.1
02331,6.1
02332,2.9
02333,4.3
02334,7.7
02335,12.1
02336,5.1
02337,7.0
02338,4.7
02339,7.8
02340,5.8
02341,7.8
02342,7.6
02343,3.4
02344,4.2
02345,5.4
02346,4.0
02347,9.2
02348,4.5
02349,10.0
02350,8.8
02351,1.6
02352,7.6
02353,8.8
02354,2.3
02355,7.9
02356,5.0
02357,0.0
02358,8.1
02359,8.3
02360,6.9
02361,13.3
02362,5.1
02363,5.3
02364,4.8
02366,16.8
02367,3.7
02368,6.8
02369,6.6
02370,7.3
02371,4.5
02372,10.7
02373,10.2
02374,3.9
02375,8.5
02376,4.2
02377,7.0
02378,9.0
02379,8.8
02380,14.6
02381,10.5
02382,3.6
02383,5.4
02384,9.5
02385,5.3
02386,10.4
02387,1.4
02388,2.4
02389,9.0
02390,2.5
02391,5.7
02392,5.7
02393,11.9
02395,3.1
02396,7.8
02397,10.8
02398,7.5
02399,6.2
02400,4.8
02401,14.5
02402,5.2
02403,11.1
02404,3.4
02405,8.5
02406,3.5
02407,2.7
02408,10.0
02409,9.1
02410,13.6
02411,11.1
02412,4.6
02413,2.8
02414,7.9
02415,10.1
02416,10.8
02417,10.4
02418,2.7
02419,6.3
02420,4.1
02421,9.9
02422,9.0
02423,11.8
02424,6.4
02425,8.9
02426,5.3
02427,7.1
02428,4.7
02429,6.9
02430,8.4
02431,5.6
02432,9.8
02433,4.8
02434,0.9
02435,9.7
02438,8.7
02439,11.3
02440,9.6
02441,10.0
02442,5.7
02443,4.6
02444,8.4
02445,7.7
02446,6.5
02447,11.0
02448,9.4
02449,7.0
02450,11.0
02451,10.8
02452,5.9
02453,9.3
02454,11.2
02455,7.0
02456,6.8
02457,7.1
02458,5.9
02459,6.6
02460,4.9
02461,7.7
02462,5.9
02463,6.5
02464,3.5
02465,3.7
02466,6.4
02467,10.6
02468,7.8
02469,10.7
02470,8.3
02471,11.5
02472,11.7
02473,10.6
02474,5.9
02475,2.5
02476,10.5
02477,4.9
02478,1.8
02479,25.2
02480,10.6
02481,6.6
02482,14.3
02483,5.1
02484,4.3
02485,6.6
02486,15.1
02487,1.5
02488,9.8
02489,2.4
02490,8.2
02491,4.5
02492,6.9
02493,9.1
02494,5.1
02495,7.7
02496,4.4
02497,1.0
02498,8.0
02499,0.0
02500,9.2
02501,15.9
02502,9.4
02503,6.6
02504,6.1
02505,6.6
02506,3.7
02507,16.3
02508,2.2
02509,6.6
02510,9.0
02511,4.7
02512,9.5
02513,10.4
02514,12.6
02515,8.5
02516,11.1
02517,9.4
02518,11.0
02519,8.5
02520,6.9
02521,5.7
02522,2.6
02523,3.7
02524,6.0
02525,1.5
02526,6.8
02527,10.9
02528,7.4
02529,5.9
02530,14.9
02531,11.8
02532,5.1
02533,7.1
02534,0.0
02535,10.0
02536,11.1
02537,5.5
02538,5.4
02539,10.3
02540,3.5
02541,7.6
02542,6.2
02543,7.6
02544,5.5
02545,6.8
02546,6.4
02547,5.6
02548,5.4
02549,5.1
02550,0.3
02551,2.2
02552,9.3
02553,7.6
02554,3.6
02555,8.0
02556,4.4
02557,5.7
02558,10.0
02559,12.1
02560,9.0
02561,3.0
02562,11.6
02563,9.6
02564,5.0
02565,5.4
02566,5.0
02567,7.8
02568,7.6
02569,2.9
02570,5.3
02571,4.5
02572,3.5
02573,0.0
02574,6.1
02575,11.9
02576,5.8
02577,10.8
02578,12.5
02579,3.2
02580,11.6
02581,3.3
02582,11.8
02583,0.0
02584,6.8
02585,12.2
02586,14.0
02587,4.7
02588,2.2
02589,5.5
02590,4.2
02591,7.5
02592,11.5
02593,4.1
02594,10.4
02595,9.6
02596,11.4
02597,6.2
02598,4.5
02599,8.7
02600,8.7
02601,3.0
02602,5.2
02604,19.7
02605,14.4
02606,9.1
02607,3.1
02608,12.6
02609,0.0
02610,6.2
02612,1.9
02613,3.3
02614,7.7
02615,0.8
02616,8.5
02617,7.5
02618,5.6
02619,5.8
02620,6.4
02621,4.4
02622,13.7
02623,7.0
02624,8.9
02625,9.1
02626,9.1
02627,9.4
02628,9.8
02629,3.2
02631,5.8
02632,6.5
02633,12.9
02634,4.7
02635,4.5
02636,8.2
02637,2.5
02638,4.5
02639,9.5
02640,9.7
02641,1.7
02642,7.7
02643,4.1
02644,8.7
02645,11.3
02646,3.7
02647,15.4
02648,8.9
02649,8.9
02650,4.8
02651,3.8
02652,17.3
02653,7.5
02654,8.9
02655,6.5
02656,6.9
02657,8.2
02658,5.8
02659,3.0
02660,3.6
02661,5.2
02662,14.9
02663,8.0
02664,3.2
02665,5.0
02666,10.2
02667,0.6
02668,6.3
02669,16.6
02670,5.5
02671,4.2
02672,5.0
02673,4.9
02674,7.0
02675,4.8
02676,8.9
02677,0.8
02678,2.7
02679,4.5
02680,10.5
02681,8.9
02682,10.3
02683,3.4
02684,8.1
02685,7.1
02686,6.9
02687,5.7
02688,7.6
02689,11.9
02690,4.4
02691,11.0
02693,7.6
02694,8.6
02695,2.7
02696,5.6
02697,7.4
02698,8.5
02699,9.6
02701,12.7
02702,1.6
02703,7.0
02704,15.6
02705,7.0
02706,6.4
02707,8.6
02708,9.9
02709,10.8
02710,3.7
02711,9.2
02712,11.3
02713,8.0
02714,9.0
02715,3.6
02716,4.7
02717,7.9
02718,3.9
02719,7.8
02720,9.5
02721,13.4
02722,7.9
02723,0.0
02724,4.2
02725,6.9
02726,8.3
02727,1.8
02728,4.3
02729,3.8
02730,8.1
02731,4.0
02732,12.3
02733,4.6
02734,6.2
02735,7.1
02736,10.0
02737,4.9
02738,8.7
02739,8.6
02740,4.0
02741,8.8
02742,12.3
02743,6.9
02744,4.4
02745,8.8
02746,9.5
02747,5.4
02748,10.9
02749,8.1
02750,10.6
02751,6.8
02752,8.5
02753,10.5
02754,9.2
02755,3.1
02756,4.5
02757,12.5
02758,8.7
02759,7.9
02760,12.3
02761,0.0
02762,6.6
02763,3.6
02764,12.8
02765,5.4
02766,8.2
02767,3.6
02768,5.6
02769,9.0
02770,3.3
02771,9.1
02772,6.8
02773,4.0
02774,13.6
02775,6.2
02776,6.9
02777,9.1
02778,7.7
02779,4.5
02780,4.9
02781,5.0
02782,6.7
02783,11.8
02784,5.2
02785,5.7
02786,6.2
02787,6.6
02788,6.2
02789,14.3
02790,6.7
02791,8.8
02792,13.9
02793,9.8
02794,5.9
02795,5.4
02796,8.8
02797,12.1
02798,11.0
02799,7.6
02800,5.2
02801,8.9
02802,12.3
02803,0.0
02804,2.2
02805,4.6
02806,7.7
02807,6.1
02808,14.4
02809,2.0
02810,6.7
02811,5.0
02812,6.6
02813,7.3
02814,6.7
02815,4.5
02816,5.7
02817,19.5
02818,7.9
02819,6.3
02820,6.3
02821,3.3
02822,12.0
02823,11.5
02824,8.2
02826,8.1
02827,8.1
02828,7.3
02829,9.7
02830,7.5
02831,9.9
02832,13.2
02833,7.5
02834,4.6
03-01,8.9
03-02,14.2
03-03,12.8
03-04,13.6
03-05,14.2
03-06,13.0
03-07,16.0
03-08,13.0
03-11,16.8
03-12,11.1
03-13,9.0
03-14,14.2
03-15,8.4
03-16,12.3
03-19,9.0
03001,8.3
03002,11.7
03003,20.3
03004,13.1
03005,15.0
03006,12.0
03007,13.2
03008,10.1
03009,12.8
03010,16.4
03011,7.7
03012,11.4
03013,4.9
03014,11.4
03015,7.1
03016,12.4
03017,12.5
03018,9.5
03019,10.4
03020,10.8
03021,8.3
03022,18.8
03023,9.3
03024,19.2
03025,11.2
03026,8.4
03027,19.7
03028,7.6
03029,12.9
03030,8.2
03031,17.9
03032,12.3
03033,13.6
03034,15.5
03035,16.8
03036,13.7
03037,5.2
03038,12.2
03039,12.4
03040,5.2
03041,10.5
03042,11.9
03043,8.8
03044,7.2
03045,19.7
03046,18.7
03047,12.3
03048,16.9
03049,11.8
03050,21.4
03051,13.2
03052,13.5
03053,16.5
03054,16.6
03055,13.4
03056,14.5
03057,9.0
03058,11.6
03059,11.2
03060,5.0
03061,3.9
03062,11.7
03063,11.3
03064,11.9
03065,11.9
03066,11.7
03067,9.9
03068,14.3
03069,11.8
03070,17.2
03071,16.5
03072,13.1
03073,6.2
03074,12.8
03075,15.8
03076,15.4
03077,5.3
03078,11.3
03079,18.0
03080,9.8
03081,17.5
03082,15.5
03083,8.6
03084,14.1
03085,10.9
03086,18.8
03087,13.7
03088,27.5
03089,8.4
03090,16.2
03091,5.1
03092,13.5
03093,4.8
03094,8.0
03095,9.2
03096,10.8
03097,19.4
03098,7.7
03099,6.8
03100,12.0
03101,7.6
03102,13.0
03103,17.7
03104,12.7
03105,13.2
03106,10.6
03107,19.1
03108,17.4
03109,11.5
03110,6.1
03111,8.5
03112,12.2
03113,16.0
03114,4.5
03115,14.3
03116,12.3
03117,16.5
03118,14.5
03119,17.7
03120,13.7
03121,8.3
03122,13.6
03123,9.4
03124,9.2
03125,19.7
03126,6.6
03127,15.0
03128,11.8
03129,15.5
03130,14.4
03131,15.2
03132,16.3
03133,10.2
03134,13.4
03135,13.7
03136,15.4
03137,4.8
03138,16.7
03139,11.3
03140,8.0
03141,6.3
03142,9.7
03143,18.8
03144,23.4
03145,8.1
03146,9.3
03147,20.6
03148,9.0
03149,9.4
03150,10.1
03151,13.7
03152,17.6
03153,12.9
03154,15.2
03155,16.4
03156,4.0
03157,8.9
03158,13.2
03159,8.2
03160,10.2
03161,21.0
03162,6.1
03163,5.5
03164,17.2
03165,15.4
03166,8.7
03167,16.3
03168,13.0
03169,7.0
03170,18.6
03171,15.1
03172,12.4
03173,8.4
03174,10.1
03175,18.2
03176,11.0
03177,16.1
03178,26.0
03179,9.2
03180,7.0
03181,17.6
03182,12.4
03183,18.9
03184,6.4
03185,15.5
03186,19.4
03187,6.9
03188,8.6
03189,13.6
03190,14.0
03191,10.9
03192,11.4
03193,5.4
03194,28.3
03195,9.4
03196,11.7
03197,7.0
03198,7.3
03200,6.4
03201,10.6
03202,16.3
03203,13.8
03204,3.2
03205,6.8
03206,12.7
03207,11.7
03208,16.7
03209,10.3
03210,10.2
03211,6.9
03212,7.3
03213,9.8
03214,18.5
03215,4.1
03216,18.3
03217,6.6
03218,5.3
03219,19.4
03220,12.9
03221,17.7
03222,20.0
03223,11.6
03224,10.1
03225,19.5
03226,13.9
03227,10.7
03228,9.0
03229,10.2
03230,9.4
03231,13.9
03232,8.3
03233,14.4
03234,12.7
03235,13.0
03236,10.5
03237,8.6
03238,19.2
03239,6.1
03240,13.8
03241,16.3
03242,12.3
03243,5.7
03244,14.9
03245,11.3
03246,15.4
03247,9.6
03248,17.6
03249,24.0
03250,14.5
03251,13.1
03252,9.8
03253,11.8
03254,13.5
03255,7.6
03256,25.5
03257,12.0
03258,5.3
03259,27.7
03260,20.6
03261,26.3
03262,8.1
03263,13.1
03264,10.6
03265,11.4
03266,8.6
03267,7.3
03268,12.9
03269,16.7
03270,16.8
03271,7.4
03272,13.6
03273,7.9
03274,16.6
03275,13.8
03276,17.3
03277,13.2
03278,12.8
03279,12.8
03280,13.4
03281,10.1
03282,14.9
03283,10.6
03284,17.8
03285,3.8
03286,5.1
03287,20.5
03288,22.1
03289,14.1
03290,5.0
03291,11.8
03292,13.9
03293,9.7
03294,15.4
03295,19.1
03296,12.3
03297,14.6
03298,13.3
03299,11.1
03300,14.4
03301,8.8
03302,42.7
03303,12.5
03304,6.4
03305,9.5
03306,7.8
03307,15.3
03308,4.7
03309,20.8
03310,21.4
03311,14.7
03312,13.2
03313,17.6
03314,5.9
03315,12.3
03316,14.4
03317,20.3
03318,1.9
03319,18.5
03320,17.5
03321,10.3
04-01,2.9
04-02,3.5
04-03,5.1
04-04,6.4
04-05,5.8
04-06,7.1
04-07,12.0
04-08,7.6
04-11,7.8
04-12,12.6
04-13,6.1
04-14,5.7
04-15,7.8
04001,6.8
04004,7.7
04005,5.5
04006,0.3
04007,11.4
04008,10.7
04009,0.0
04012,1.9
04013,6.6
04016,0.0
04017,6.0
04018,6.1
04019,13.0
04020,6.5
04021,8.6
04022,14.3
04023,6.7
04024,5.4
04025,1.0
04026,3.3
04027,0.0
04028,6.6
04030,5.6
04031,10.7
04032,6.9
04033,11.4
04034,5.6
04035,7.8
04036,8.4
04037,8.1
04039,9.3
04040,2.8
04041,6.8
04042,8.2
04043,0.0
04045,4.7
04046,6.5
04047,4.2
04049,8.8
04050,13.7
04051,1.7
04053,5.4
04054,10.2
04055,5.8
04057,7.8
04058,0.0
04059,9.1
04061,3.4
04062,5.0
04063,9.4
04065,5.1
04066,8.5
04067,0.0
04068,5.7
04069,16.7
04070,14.0
04072,2.5
04073,0.5
04074,6.1
04075,4.8
04076,11.7
04077,8.1
04079,8.6
04081,7.1
04084,5.1
04085,10.7
04086,4.0
04087,4.3
04088,10.8
04090,0.0
04091,6.8
04092,9.6
04093,1.5
04094,4.0
04095,4.8
04096,2.1
04097,11.8
04099,0.7
04100,8.8
04101,9.8
04102,11.4
04104,5.3
04106,9.5
04107,0.0
04108,11.7
04109,4.9
04110,9.1
04111,3.4
04112,11.3
04113,1.1
04115,4.0
04116,10.5
04118,7.3
04120,8.2
04121,19.2
04122,7.0
04123,9.6
04124,7.3
04126,1.9
04127,1.7
04128,12.0
04129,11.1
04130,8.9
04132,11.8
04133,5.0
04134,11.3
04135,7.2
04136,3.2
04137,6.3
04138,6.5
04139,7.4
04140,1.6
04141,7.4
04142,0.0
04143,11.9
04144,9.1
04145,7.0
04148,6.2
04149,8.8
04150,12.6
04151,6.7
04152,6.8
04154,2.6
04155,3.8
04156,9.7
04157,11.8
04158,8.0
04159,0.0
04160,8.5
04161,2.9
04162,12.2
04163,9.8
04164,9.1
04166,12.0
04167,1.5
04169,15.7
04170,5.7
04171,3.7
04172,7.1
04173,11.4
04174,8.1
04175,8.0
04176,2.2
04177,9.4
04178,6.1
04179,6.0
04180,3.4
04181,1.9
04182,63.0
04183,4.8
04184,5.8
04186,3.5
04187,6.3
04188,7.3
04189,13.9
04190,7.6
04191,3.3
04192,4.5
04193,11.6
04194,9.5
04195,5.0
04197,6.7
04198,7.7
04199,6.8
04200,8.7
04201,9.0
04202,3.6
04203,2.2
04204,8.7
04205,3.7
04206,9.9
04207,13.5
04208,5.9
04209,12.4
04210,4.1
04211,15.4
04214,6.6
04216,7.9
04217,11.8
04218,1.0
04219,6.3
04220,7.3
04222,12.2
04224,8.8
04226,0.3
04227,4.1
04228,2.0
04229,1.8
04230,10.0
04231,5.1
04233,13.5
04234,10.0
04235,2.8
04236,4.9
04237,5.1
04240,1.2
04241,12.0
04242,4.4
04244,9.7
04245,8.0
05-01,4.1
05-02,3.4
05-03,3.3
05-04,7.5
05-05,3.1
05-10,2.7
05-11,9.6
05-12,4.1
05-13,7.3
05-14,6.7
05-15,6.7
05001,3.7
05003,3.2
05004,2.6
05005,9.5
05006,12.5
05007,3.0
05008,5.2
05009,6.2
05010,12.9
05011,8.1
05012,2.6
05013,17.4
05014,4.3
05016,14.0
05017,4.7
05018,6.8
05019,9.7
05021,0.9
05022,11.3
05023,9.1
05024,7.1
05025,8.4
05026,1.2
05027,15.9
05028,3.2
05029,6.8
05031,7.0
05032,2.5
05033,0.0
05034,4.7
05035,2.9
05036,7.8
05037,7.5
05038,9.6
05039,7.7
05040,6.8
05043,11.1
05044,1.3
05045,8.4
05046,6.9
05047,9.6
05048,8.6
05049,6.5
05050,20.5
05051,8.7
05052,6.7
05053,9.0
05054,9.0
05055,8.3
05056,10.3
05057,0.0
05058,4.7
05059,2.5
05060,6.4
05061,8.4
05062,2.2
05063,1.6
05064,4.5
05065,8.8
05066,0.0
05068,8.0
05069,0.8
05070,12.9
05071,5.8
05072,9.2
05073,11.0
05074,8.7
05075,7.2
05076,3.4
05077,3.3
05078,10.2
05079,1.2
05080,9.3
05081,5.6
05082,1.7
05084,3.1
05085,1.2
05086,9.6
05087,7.1
05088,2.9
05089,12.4
05090,8.4
05091,2.4
05092,2.6
05093,6.4
05094,0.0
05095,9.7
05096,0.2
05097,4.3
05098,0.9
05099,3.8
05100,2.0
05101,6.9
05102,6.5
05103,6.8
05104,13.9
05106,8.7
05107,5.2
05108,6.4
05109,10.4
05110,1.0
05111,4.3
05112,5.1
05113,7.6
05114,1.1
05115,3.9
05116,14.5
05117,2.3
05118,11.3
05119,1.1
05120,7.2
05121,4.9
05122,11.5
05123,5.0
05124,5.1
05126,11.4
05127,17.4
05128,9.9
05129,2.3
05130,2.6
05131,0.0
05132,6.9
05133,2.8
05134,9.2
05135,4.8
05136,10.1
05139,1.8
05140,5.3
05141,7.4
05142,8.7
05143,8.3
05144,3.9
05145,7.5
05146,13.8
05147,7.2
05148,10.6
05149,2.7
05150,3.3
05151,8.6
05152,2.5
05153,2.4
05154,9.9
05155,2.5
05156,4.0
05157,2.5
05158,1.7
05159,1.6
05160,1.5
05161,1.5
05162,9.2
05163,4.0
05164,3.6
05165,7.3
05166,9.3
