id,impsp
46057,3690
52219,14
52218,14
52217,49
52216,6
52214,73
52213,63
52212,305
52211,73
95500,525
53168,442
53169,856
53164,92
53165,463
53162,3532
53163,232
53160,53
53161,232
21080,116
21081,116
21082,194
21083,19
21084,5
21085,13
21086,12042
21087,41
21088,956
21089,378
72216,375
80359,1087
80358,785
64151,152
64150,358
64153,85
64152,1029
64155,189
64154,189
64157,201
64156,146
64159,85
64158,111
86289,81
86288,33
80357,227
80356,425
58158,83
58159,89
58156,55
58157,39
58154,44
58155,852
58152,71
58153,89
58150,44
58151,315
41043,626
86205,562
54307,119
54306,305
54305,473
54304,7312
54303,34
54302,1518
54301,258
54300,726
54309,119
54308,147
62210,366
62211,837
62212,1168
62213,175
62214,647
62215,4429
62216,71
62217,3406
62218,1249
62219,1168
86207,84
07022,513
07023,492
07020,1596
07026,2
07027,2048
07024,143
07025,26
07028,143
07029,609
86201,43
86200,38
59357,1203
59356,3322
59354,889
59353,921
59352,1531
59351,2040
59350,150
78420,1430
86203,81
59359,648
59358,955
78423,69143
95088,14933
35108,2184
35109,1835
95150,155
35100,192
35101,249
35102,1002
35103,148
35104,2431
35105,5487
35106,96
35107,1819
32459,46
32458,264
2B078,2
2B079,9
55479,4409
32453,71
32452,36
32451,23
32450,79
32457,699
32456,257
32455,79
32454,44
95157,195
50534,258
33300,65
50536,333
50537,3247
24499,388
50531,4018
50532,620
50533,285
50538,224
50539,381
33303,1209
33304,139
33305,662
68239,544
33306,2119
14285,232
65369,185
65368,50
65361,139
65360,35
65363,1500
65362,211
65364,532
65367,298
65366,4640
76429,5150
93014,15483
93015,739
93013,16927
93010,37589
77480,93
09329,3573
09328,9
09323,257
09322,22
09321,561
09320,9
09327,323
09326,9
09325,29
09324,323
63419,19
63418,318
33418,2119
33419,166
21245,225
33411,820
33412,795
33413,1209
33414,6583
33415,6583
33416,851
33417,773
30149,654
30148,543
30143,52
30142,1048
30141,1499
30140,58
30147,521
30146,521
30145,2236
30144,1957
63410,4
37241,151
24002,216
37243,2310
37242,1496
24007,592
24006,292
37247,653
37246,941
37249,624
37248,1159
24009,228
24008,101
63417,1201
21249,428
03004,180
03005,273
03006,180
03007,34
67187,915
03001,17538
03002,107
03003,66
67189,1753
67188,1737
03008,75
03009,60
68209,100
68208,2211
76330,556
76331,1029
76336,807
37157,63
76334,535
76335,808
68201,544
68200,1416
68203,5880
01229,1167
68205,263
68204,113
68207,711
68206,4855
67459,700
67458,1007
67451,3194
67450,3945
67453,915
67452,2454
67455,1858
67454,690
67456,729
81124,111
81015,419
81014,56
79319,274
79318,129
79311,122
79310,129
79313,135
79312,129
79314,138
79316,274
81132,177
69243,2484
81130,228
81131,1111
81136,72
81137,56
91577,4469
91573,2398
81134,56
91570,10490
55-15,150
55-14,150
55-17,150
55-16,150
55-11,150
55-10,150
55-13,150
55-12,150
81138,1489
81139,174
63078,23
39-17,150
39-16,150
39-15,150
39-14,150
39-13,150
39-12,150
2A019,0
39-10,150
2A017,1631
2A014,5
2A011,4
92007,56957
92004,142600
92002,77204
92009,87233
91482,3781
80265,125
33353,139
33352,2119
33351,123
33350,905
33357,3343
33356,221
33355,1429
33354,2022
71122,2211
71123,79
33359,139
33358,508
71126,776
71127,47
71124,302
71125,579
44162,85637
44163,5903
44160,5903
44161,856
44166,1828
02723,138
44164,801
02721,330
44168,129
44169,1812
02728,44
02729,1046
04079,55
04074,20
04075,400
04076,8
04077,622
04070,2700
04072,11
04073,192
76475,3363
76474,1655
76477,620
76476,112
76471,112
76470,503
76473,125
76472,549
76479,359
76478,361
86133,1396
86132,25
86131,68
86130,400
86137,562
86136,390
86135,786
86134,390
86139,260
86138,7
65169,402
65168,23
65163,74
65162,74
65161,139
65160,1049
65167,74
65166,74
65165,74
65164,4640
76303,2510
44083,1698
89316,1057
89317,150
89314,59
89315,211
89312,61
89313,52
89310,77
89311,526
89318,17
89319,606
49353,4784
16149,290
16148,325
16147,67
16146,418
16145,1346
16144,200
16143,418
16142,92
16141,329
16140,329
17238,723
17239,219
17236,145
17237,421
17234,150
17235,574
17232,565
52403,6
52400,66
17231,279
60539,2945
60538,410
60533,410
60532,97
60531,1193
60530,1069
60537,1828
60536,887
60535,250
60534,47
89367,82
89366,52
46159,595
46158,61
46155,48
46154,40
46157,48
46156,702
46151,42
46150,16
46153,466
46152,30
64340,32
64341,389
64342,1
64343,795
64344,454
64345,358
64346,1029
64347,111
64348,10384
64349,1660
76302,1370
69118,7756
69119,1457
89369,666
89368,82
77-06,150
77-07,150
77-05,150
77-03,150
80264,150
77-08,150
78208,36935
78209,480
80266,2428
78202,4066
78206,584
80263,1087
10277,157
10276,51
10275,2173
10274,69
10273,169
10272,169
10271,110
10270,127
10279,15
10278,64
63370,6
63371,702
63372,505
63373,43
63374,702
63375,688
63376,23
63377,43
63378,834
63379,374
21549,7
21548,29
81-02,150
21541,406
21540,2216
21543,13
21542,956
21545,245
21544,53
21547,423
21546,73
24322,37792
24323,592
24320,101
24321,688
24326,71
24327,91
24324,167
24325,182
24328,104
24329,723
81-09,150
62395,1168
62397,996
62396,1696
62391,1624
62390,3485
62393,2031
62392,298
62399,423
62398,1168
79159,223
79158,129
79153,138
79152,200
79150,200
79157,2631
79156,255
79154,138
54116,5652
54117,221
54114,5626
54115,1437
54112,116
54113,1169
54110,459
54111,1534
24490,97
24491,167
24492,120
24493,228
24494,723
24495,48
54118,669
54119,90
62023,486
62022,185
62021,285
62020,478
62027,276
62026,362
62025,272
62024,478
62029,3406
62028,2902
51564,358
51565,115
51566,738
51567,2732
51560,68
51562,795
51563,68
51568,698
51569,1384
27679,1832
27678,1125
27674,2249
27677,1045
27676,468
27671,1306
27670,946
27673,300
27672,259
66139,6
66138,1456
73142,627
73143,8
73140,317
73141,4289
73146,96
73147,317
73144,8
66130,83
73149,317
95298,684
33256,8655
32170,206
32171,253
32172,266
32173,196
32174,79
32175,79
32176,231
32177,266
32178,46
41071,315
41070,487
41077,72
29227,19
41075,29
26238,676
26239,177
26232,3707
26233,676
26231,198
26236,177
26234,2031
26235,6965
14019,5637
14016,333
14015,1784
14014,1784
14013,697
14012,333
14011,342
57399,48
57398,361
57395,463
57394,174
57397,35
57396,2603
57391,124
57390,176
57393,277
57392,463
09289,619
09284,323
09285,22
09286,6
09287,12
09280,561
09281,428
09282,371
09283,29
32026,196
32027,66
08481,331
08480,24913
08483,829
08482,82
08485,32
08484,78
08487,325
08486,325
08489,213
08488,829
18224,96
18225,23
18226,602
18227,196
18220,96
18221,90
18222,169
18223,877
71458,228
32029,23
18228,72
18229,877
76109,503
76108,1475
76105,1029
76104,807
76107,503
76106,4139
76101,676
76100,549
76103,5150
39474,430
39475,296
39476,76
39477,399
39470,787
39471,376
39472,210
39473,180
39478,1299
39479,565
88011,244
90-08,150
90-05,150
90-07,150
90-06,150
34103,337
34102,1385
34101,471
34100,92
34107,13
34106,1088
34105,1405
34104,337
72372,529
72373,163
34109,337
34108,5005
72376,242
72377,333
72374,529
72375,3539
30234,521
15175,26
30236,58
17249,723
30231,4
30230,153
31085,71
31084,305
31087,5279
31086,109
31081,131
31080,135
31083,109
17246,1430
86038,249
30232,928
31089,885
17245,1990
16-09,150
16-08,150
52474,43
52473,76
52472,16
17240,279
02146,46
02147,50
02144,76
02145,4102
02142,155
02143,355
02140,4102
02141,202
02148,201
02149,330
64-02,150
64-03,150
64-08,150
64-09,150
42252,1060
42253,587
42251,1637
42256,370
42257,29
42254,24
42255,46
42259,6092
12-09,150
12-08,150
12-03,150
12-02,150
12-01,150
12-07,150
12-06,150
12-05,150
12-04,150
10071,226
10070,226
10073,301
10072,301
10075,169
10074,141
10077,169
10076,242
10079,37
10078,136
70196,322
70197,66
70190,185
70192,164
16106,208
48-08,150
48-04,150
48-05,150
48-06,150
48-07,150
48-01,150
48-02,150
48-03,150
45154,378
45155,2384
45156,4043
45157,2400
45150,254
45151,382
45152,252
45153,1908
45158,132
45159,312
70448,87
70449,66
70442,57
70443,109
70440,77
70441,455
70446,1479
67277,915
70444,109
70445,1860
67276,1280
67279,6418
67278,273
89059,1369
95282,1057
89058,17
87145,79
87144,212
87147,171
87146,95
87141,160
87140,2866
87143,403
87142,498
87149,55
87148,212
89437,82
89436,225
89434,68
89433,1057
89432,68
47232,70
89430,70
89439,783
89438,606
36233,173
36232,273
58086,2212
58087,580
82014,701
58088,324
82016,34
82017,1145
82010,136
82011,1338
82012,1974
58089,40
82018,560
82019,2483
47237,6861
52328,66
15-11,150
15-10,150
15-13,150
15-12,150
15-15,150
15-14,150
46190,138
47236,168
46196,41
49138,1664
49139,1557
49136,1561
49137,150
49134,170
49135,1790
46340,702
49133,170
49130,1790
49131,722
81099,3349
81098,437
81095,160
81094,88
81097,1885
81096,82
81091,56
81090,3349
81093,1111
81092,2745
57159,450
57158,124
57156,1482
57155,1482
57154,923
57153,715
57152,503
57151,461
57150,923
97416,150
97417,105
97414,150
97415,150
97412,4783
97413,150
97410,150
97411,150
97418,6005
97419,158
17009,491
35-05,150
35-06,150
35-07,150
64061,1392
35-01,150
35-02,150
64062,201
17003,1048
17002,723
35-08,150
35-09,150
17007,491
17006,723
62720,4259
62721,4259
62722,188
62723,247
62724,2592
62725,363
62726,362
62727,1623
62728,796
62729,285
42115,465
42114,3
42117,213
42116,46
80328,151
42110,1464
42113,2037
42112,234
80324,425
80325,150
80326,748
80327,204
42119,1060
42118,147
80322,1087
63235,374
63234,275
63237,53
63236,118
63231,445
63230,10
63233,332
63232,279
95127,958
63239,711
63238,218
78439,506
78431,1411
78437,1567
59447,2990
59446,443
59445,461
59444,1744
59443,729
59442,648
59441,1203
59440,1974
34344,3323
34341,1477
34340,8705
34343,126
34342,126
91359,267
49211,52
23162,38
24519,101
24518,131
24515,228
24514,696
24517,212
24516,84
24511,97
24510,292
24513,171
24512,3189
23158,48
23159,27
72176,322
72177,1733
72170,529
72171,529
72172,194
72173,1049
23150,4346
23151,27
23152,27
23154,45
23155,33
23156,23
23157,33
77524,491
77525,4779
22209,256
22208,66
77520,488
77521,1567
77522,156
77523,381
22203,589
22202,129
22201,330
22200,1655
22207,236
22206,855
22205,1655
22204,351
28177,2339
28176,391
28175,2445
28173,4643
28172,627
28171,2590
28170,2590
28179,80
28178,2590
2B-08,150
2B-09,150
55148,44
55149,52
55146,83
2B-05,150
2B-06,150
2B-07,150
55142,44
55143,239
55140,83
55141,316
70025,57
24040,292
61400,360
61401,314
61402,122
61403,360
61404,837
61405,121
61406,224
61407,56
61408,139
61409,121
27358,2249
27359,201
27353,1944
27350,21
27351,6561
27356,8
27354,1045
27355,280
25261,93
25262,162
25263,31
25264,299
25265,1473
25266,299
25267,1336
25268,55
25269,362
32035,53
32034,105
32037,534
32036,170
32031,257
32030,266
32033,13
32032,13
02577,201
02576,461
02575,304
02574,162
32039,88
32038,1858
02571,26373
02570,148
89298,348
57456,150
57457,1367
57454,503
57455,923
57452,5925
57453,361
57451,461
57459,503
33128,795
33129,166
84146,2571
84147,370
84140,719
84141,2817
84142,414
84143,3423
33120,1061
33121,508
33122,6125
33123,1078
33124,1956
33125,1537
33126,851
33127,1188
26005,970
26004,4259
26007,2989
26006,2031
26001,246
26003,91
26002,2292
64308,229
26009,2292
26008,18885
64309,64
64304,3257
64305,696
64306,1570
64307,77
01008,6089
01009,2549
01006,2549
01007,6089
01004,6089
01005,459
01002,286
01001,985
64302,2174
64303,32
88531,1565
14608,232
14609,5637
14606,333
14607,727
14604,232
14605,111
14602,121
14603,697
14600,62
14601,1737
76602,808
76603,1370
76600,6618
76606,359
76607,503
76604,535
76605,110
76608,1660
76609,1375
18057,88
18056,85
18055,51
18054,102
18053,96
18052,47
18051,93
18050,1305
18059,31
18058,90
79213,2224
80538,95
89189,666
89188,1057
89187,61
89186,783
46220,466
89183,28
89182,33
89181,68
89180,274
80537,103
80536,2216
48100,13
47189,70
47188,646
27483,6561
47185,1031
47184,105
47187,168
47186,256
47181,199
47180,909
47183,68
47182,76
15267,781
15266,781
15265,183
27481,1832
15263,137
15262,798
15261,267
15260,51
27486,1045
15269,56
15268,66
39207,102
39206,565
39205,691
39204,123
39203,39
39202,252
39201,180
39200,102
48107,305
39209,296
39208,184
31430,1254
31431,136
31432,131
31433,9356
31434,131
31435,436
31436,216
31437,2816
31438,885
31439,580
62681,4259
2A104,88
62680,1359
21008,152
21009,142
21001,956
21002,189
21003,3140
21004,7
21005,2124
21006,245
21007,44
88475,47
86209,556
86208,1241
69389,150
69388,150
69387,150
69386,150
69385,150
69384,150
69383,150
69382,150
69381,150
81250,174
88476,857
78245,16708
91393,84
78246,4066
78242,4655
62522,363
62523,1004
62520,14243
62521,1168
62526,185
62527,2611
62524,1443
62525,2247
62528,1151
62529,1740
91390,321
80128,2216
80129,2428
80126,618
80127,618
80124,1571
80125,748
80122,856
80123,258
80120,618
80121,748
62298,796
62299,162
62290,6742
62291,25258
62292,1778
62293,363
62294,246
62295,246
62296,285
47193,108
88473,47
54431,5626
54430,1754
54433,5626
54432,369
54435,424
54434,31
54437,153
54436,374
54439,1205
54438,26
80202,724
59601,461
59600,410
59603,1618
59602,1428
41118,3917
41119,49
59607,216
59606,47973
41114,1487
41115,258
41116,7133
41110,149
41112,78
41113,487
59-19,150
17213,150
54389,1471
54388,78
54387,5626
54386,42
54385,315
54383,941
54382,1307
54381,147
54380,152
39210,1403
03184,8306
78302,183
44096,494
44097,1305
44094,16689
44095,171
44092,430
44093,332
44090,1114
44091,532
39214,39
95002,1057
44098,397
44099,171
39216,180
39217,1427
78305,1592
48105,98
23-11,150
48106,11
28371,1359
28370,391
28373,243
28372,2011
28375,731
28374,451
28377,1359
28376,76
28379,2730
28378,2445
11179,77
11178,115
2B346,470
2B347,3
2B344,6
2B342,318
2B343,470
2B340,290
2B341,7
71080,228
63338,332
57002,124
63339,53
71086,171
63331,14
27-15,150
27-16,150
27-17,150
27-10,150
27-11,150
27-12,150
27-13,150
51267,474
51266,222
51265,390
51264,193
27-18,150
27-19,150
51261,827
51260,99
61178,87
61179,139
61170,2214
61171,195
61172,63
61173,2214
61174,139
61175,973
61176,85
61177,345
25062,209
25063,910
25060,124
25061,93
25066,299
25067,299
25065,362
56121,67300
56120,874
56123,822
56122,2472
56125,4563
56124,945
56127,192
56126,1380
56129,176
56128,186
57290,160
57291,1490
57292,124
57293,463
57294,321
57295,48
57296,901
57297,461
57298,376
57299,376
16253,92
16252,183
16251,42
16250,230
16257,123
16256,42
16255,89
16254,111
16259,290
16258,123
64537,32
64536,229
60096,502
64534,85
64533,32
64532,85
64531,202
64530,202
60098,502
64450,177
64451,64
64452,64
64453,454
64454,64
64455,85
64456,111
64457,111
64458,202
64459,202
64538,189
49309,255
49308,1321
24089,182
24088,628
24083,77
24082,3189
24081,182
24080,48
49305,1561
24086,269
24085,688
24084,212
68179,544
68178,175
68173,276
68172,2037
68171,35
68170,1062
68177,175
68176,453
68175,144
68174,1446
58219,19
58218,74
62887,2611
62886,285
62881,188
62880,185
62883,1696
62882,1778
58211,43
58210,36
58213,2212
58212,253
58215,102
58214,251
58217,301
58216,39
21318,108
49249,440
78668,1567
65039,49
49244,150
91064,2062
91067,8945
91069,267
14689,697
49246,4340
27578,352
27579,1250
27572,1250
27573,352
27570,1944
27571,84
27576,1045
27577,108
27574,1250
21311,378
08052,19
08053,728
67109,1895
67108,11043
08056,26
08057,19
08055,97
67103,846
67102,952
08058,880
08059,19
67107,1895
67106,1106
67105,690
67104,3194
23059,454
23058,27
94074,5711
23055,75
23054,75
23057,38
23056,7
23051,33
23050,51
23053,75
23052,4346
61-01,150
61-05,150
61-04,150
61-07,150
61-06,150
61-09,150
61-08,150
29109,292
29108,1286
31230,5466
31231,1810
31236,136
31237,350
31234,177
31235,71
29101,1175
29100,2788
29103,5215
29102,58
29105,3061
29104,140
29107,830
29106,830
91685,24764
91687,22380
91689,4796
58-09,150
58-08,150
58-05,150
58-04,150
58-07,150
58-06,150
58-01,150
58-03,150
58-02,150
55339,239
55338,83
84079,43
55331,115
55330,115
55333,16
55332,316
55335,316
55334,115
55336,52
77289,170
77288,57103
71332,749
77281,5560
77280,1021
77283,29
77282,416
77285,5118
77284,32472
77287,1128
77286,491
86217,82
86214,1780
61233,100
61232,314
61231,66
61230,76
61237,224
61236,224
61235,48
61234,973
61239,48
61238,195
86213,114
73076,3116
73077,981
22018,1128
22019,855
73072,338
73073,390
73070,341
73071,183
22012,330
22013,106
22011,855
22016,36
22014,1655
22015,387
68168,2211
51106,99
51107,166
51104,187
51105,664
51102,698
51103,226
51100,68
51101,827
51108,37048
51109,798
68169,830
25545,114
25544,52
25547,7270
25546,724
25541,74
25540,268
25542,566
25549,124
25548,93
74226,550
74224,5173
74225,7129
74222,14013
74223,704
74220,2012
74221,1145
74228,1499
74229,4650
65178,87
05039,7
05038,6
05037,17308
05036,7
05035,157
05034,279
05033,32
05032,56
05031,6
76535,627
76538,602
65179,74
09048,333
09049,3573
09042,29
09043,333
09040,371
09041,81
09046,29
09047,428
09044,3573
09045,561
77489,289
77487,57103
77486,15
77485,171
77484,1567
77482,6251
40089,709
40088,11394
77409,6251
77481,1460
40081,193
40080,391
40083,121
40082,121
40085,44
40084,1337
40087,29
40086,698
37160,915
37161,1365
37162,941
37163,1365
37165,747
37166,783
37167,624
37168,412
37169,915
89105,1369
01279,188
77408,1309
89104,211
01271,2549
89103,150
01273,868
01272,985
01275,9616
01274,65
01277,188
01276,3740
08315,61
08314,1153
08317,114
08316,1067
08311,97
08310,26
08313,1153
08312,443
83134,1262
83135,368
83136,3143
83137,264
08319,50
08318,50
83132,8066
83133,2904
43220,7
11192,3095
11338,2670
11195,3095
11194,605
14478,485
11197,2670
14471,62
14473,232
33242,2022
14475,1687
14474,232
14477,326
14476,469
71074,1807
89109,47
71075,182
89108,37
31575,10393
31574,592
31577,177
31576,1547
31571,339
31570,93
31573,431
31572,592
71070,302
31579,1778
31578,10393
71071,250
71072,302
71073,2211
38367,1155
38366,34
38365,106
38364,1300
38363,1331
38362,390
38361,449
38360,3383
38369,7927
38368,3883
91161,22564
47026,284
47027,6861
47024,6784
47025,19
47022,256
47023,108
47020,168
47021,441
89397,221
89394,93
89395,86
89392,1057
89393,301
47028,6784
47029,1031
71523,203
97131,269
97130,68
97133,185
97132,1067
97134,522
39016,123
39017,376
39014,101
39015,1403
39013,565
39010,23
39011,399
39018,123
39019,565
88073,650
88049,76
88048,124
12039,17
12038,7
12033,195
12032,385
12031,206
12030,1153
12037,7
12036,66
12035,19
12034,97
81190,82
81191,160
81192,10
81193,10
81195,370
81196,57
81197,160
81198,454
81199,88
63042,542
63043,49
63040,711
63041,15
63046,447
63047,222
63044,711
63045,1336
63048,12
63049,508
67046,3945
21639,1758
21638,427
67047,729
21633,53
21632,2124
21631,41
21630,194
21637,378
21636,108
21635,47
21634,41
69198,919
69199,8114
69196,344
69197,919
69194,2896
69195,2085
69192,283
69193,750
69190,5994
69191,1670
58059,852
58058,55
58053,55
58052,12
58051,21246
58050,12
58057,83
58056,852
58055,580
58054,74
80118,204
79147,131
62319,119
62318,2611
80112,2101
62315,963
62314,837
62317,119
62316,454
62311,5436
62310,14243
62313,246
62312,963
13070,2602
13071,4896
13072,6300
13073,932
13074,435
13075,2589
13076,371
13077,6874
13078,850
13079,75
80114,390
54198,1518
54199,67
54196,474
54197,3458
54194,288
54195,2188
54192,1541
54193,90
54190,26
54191,66
10185,64
10184,301
10187,226
10186,3384
10181,123
10180,15
10183,136
10182,65
10189,301
10188,64
03317,27
59010,9577
59011,2671
59012,207
59013,1428
59014,4764
59015,552
59016,2504
59017,12956
59018,207
59019,282
2B138,21
2B135,98
2B134,1543
2B137,2
2B136,26
50471,333
50470,258
50473,287
50472,194
50475,8208
50474,35
50477,1481
50476,224
50479,189
50478,1708
95214,4455
95212,3105
95213,152
95210,7387
95211,525
95436,2761
06124,49
06125,28
06126,2032
06127,119
06120,7
06121,2961
06122,773
06123,21716
61035,100
61034,115
61037,19
61036,360
06128,732
06129,38
61033,150
61032,224
02308,174
02309,236
90085,581
65208,40
65209,49
65202,402
65203,4640
65200,438
65201,4640
65206,298
65207,74
65204,185
65205,49
90086,152
03053,125
32242,90
32243,34
32240,79
32241,231
32246,34
32247,254
32244,206
32245,206
32248,36
32249,196
88276,85
88277,689
25387,93
25386,93
25385,74
25384,74
25383,653
25382,1473
25381,2343
25380,267
25389,209
25388,24399
73248,1531
57649,414
57648,1482
57647,4259
57645,3380
57644,150
57643,1558
57642,2603
57641,277
57640,1367
52169,327
52168,43
64557,111
64556,1570
64551,4383
64550,2594
59613,1744
52161,21
52160,22
52163,54
52162,32
52165,18
52164,66
52167,76
60078,1193
60079,593
88278,245
60072,868
60073,810
60070,4279
60071,410
60076,502
60077,101
60074,570
60075,635
59618,9663
17153,2461
80666,856
57682,63
24168,120
95504,583
24164,228
24165,723
24166,216
24167,317
24160,131
24161,423
24162,171
24163,104
09204,751
09205,54
09206,428
09207,118
09200,333
09201,751
09202,323
09203,29
09208,81
09209,751
03321,2718
03320,107
95509,3105
68328,266
68329,1781
68322,4855
68323,1446
68320,1973
59-30,150
68326,519
68327,1062
68324,1446
68325,546
67319,541
67312,1895
67313,1737
66120,83
67311,7466
67317,1393
67314,1280
67315,397
66009,81
30352,1957
30353,2
30350,623
30351,4015
30356,1334
30354,521
30355,928
91182,10084
91180,1312
91186,1869
91184,267
31009,93
31008,142
31005,109
31004,2816
31007,142
31006,339
31001,142
31003,485
31002,114
91232,1562
91235,24764
34189,175
34188,1088
17159,965
34183,633
34182,3791
34181,337
34180,2919
34187,115
34186,2919
34185,126
34184,337
66045,954
66044,3814
35278,12553
35279,1369
66041,1456
66040,475
66043,65
66042,83
35272,1835
35273,2210
35270,211
35271,470
35276,583
35277,253
35274,1716
35275,1752
07318,609
07319,1596
07314,146
07315,406
07316,1692
23247,133
07310,1446
23241,32
07312,178
07313,1341
66125,4
86285,68
86284,556
86287,110
86286,43
86281,480
86280,82
56088,15
56089,665
95018,107664
95019,18210
56080,176
56081,36
66001,189
51579,193
01419,746
01418,3740
66026,144
01411,4337
01410,310
01413,135
01412,985
01415,217
01414,42
01417,217
01416,188
66024,855
66023,475
66022,475
66003,251
66021,1243
66020,102
24449,723
24448,228
63270,3630
66029,3814
66028,2888
38547,3711
38546,905
38545,1509
38544,19587
38543,1949
38542,2888
38541,1699
38540,671
62595,775
38549,60
38548,616
70114,98
70115,10305
70116,2592
70117,2592
70111,64
70112,98
70113,66
70118,455
70119,237
62594,72
33098,1429
33099,3031
33094,2022
33095,24
33096,3826
33097,42
33090,6125
33091,2447
33092,508
33093,910
76-12,150
76-10,150
76-11,150
73194,103
02443,4893
02442,313
02441,1046
02440,261
02447,292
02446,202
02445,1540
02444,404
36112,176
36113,74
02449,141
02448,151
36116,82
36117,959
36114,32
36115,193
33548,119
33549,910
33542,6583
33543,820
33540,94
33541,189
33546,709
33547,88
33544,102
33545,232
04139,400
04138,994
04130,52
04133,16
04132,36
04135,9
04134,6
04137,6
04136,16
73198,1783
33253,1429
30015,623
30014,2463
30017,2
30016,623
30011,1546
30010,1439
30013,2236
30012,970
76224,1370
76225,5998
76226,727
76227,588
30019,1957
30018,1957
76222,1660
76223,5998
67049,104
28366,1602
11169,166
28368,243
71139,228
28369,2590
71138,153
89213,221
89212,606
89211,301
89210,61
11249,74
11248,769
89215,33
89214,86
11245,6
11244,9
11247,106
11246,106
11241,668
11240,51
11243,115
11242,166
16028,923
16029,183
65046,49
65047,1130
65040,4640
65041,74
19038,209
19039,38
16020,111
16021,123
19034,9
19035,52
16024,130
19033,8
16026,1105
16027,200
60274,54
60275,810
17379,965
17378,203
60270,5084
60271,156
60272,54
60273,2160
17373,1990
17372,723
17371,723
2A362,150
17377,39
17376,1109
17375,421
17374,574
73222,2422
69013,35799
69012,344
69010,8386
69017,1396
69016,35
69015,344
69014,861
69019,4357
69018,344
80638,256
80639,724
80637,635
80634,76
80635,270
80632,2536
80633,100
80630,227
80631,204
61287,4222
53098,55
53099,264
95438,684
53092,232
53093,77
53090,463
53091,77
53096,433
53097,586
53094,264
53095,37
42199,573
42198,573
42195,114
42194,58
42197,1060
42196,384
42191,611
42193,105
42192,412
17081,279
17080,1048
12268,59
12269,23
17085,1430
17084,418
17087,179
17086,587
12262,214
12263,1841
12260,56
12261,93
12266,86
12267,127
12264,489
12265,47
83077,2154
83138,2904
21468,59
21469,1132
21462,1132
21463,44
21460,245
21461,108
21466,11
11438,822
21464,956
21465,245
83076,2154
49265,317
11434,822
19228,58
32028,105
52510,327
52511,305
52512,305
54013,147
54012,108
54011,669
52513,63
54017,66
54016,5574
54015,288
54014,147
52514,5633
54019,90
54018,1518
52515,47
91432,7555
67203,3550
49260,119
62108,3485
52516,47
91434,7910
91435,4469
62104,185
62105,185
62106,1359
52517,76
62100,363
62101,1696
62102,1443
62103,169
67554,11043
17108,723
67556,2411
67557,1753
67550,1173
67551,848
67552,729
17109,1990
67558,3509
67559,344
71079,207
72383,886
07158,17
07159,531
07156,406
07157,1596
07154,5
07155,8846
07152,3954
07153,26
07150,379
07151,64
59195,6995
59194,921
59197,3149
59196,6995
59191,258
59190,9663
59193,6995
59192,2314
59199,494
59198,461
91204,4267
91207,1061
28285,1602
28284,358
28287,80
28286,468
28281,468
28280,2445
28283,80
28282,468
28289,2011
28288,1602
27024,153
27025,365
27026,158
27027,1036
27020,1125
27021,328
27022,468
27023,1125
27028,430
59223,554
59222,3718
59221,47973
59220,5435
59227,757
59226,320
59225,864
59224,215
61480,360
61481,26
59229,2623
59228,494
61484,32
61485,362
61486,345
61487,48
35075,358
35076,3114
35077,148
35070,1369
35071,2210
35072,192
95394,1517
35078,2431
35079,1716
74165,7129
74079,1111
74078,582
74077,582
74076,5037
74075,582
74074,864
74073,7489
55574,44
74071,582
74070,4650
88029,71
74161,7129
74160,1111
02137,54
02391,404
02136,404
74162,2086
02135,79
02134,1540
02133,151
47-21,150
74169,1461
02130,1540
74168,582
36240,72
36241,126
80799,2101
80798,724
80380,90
80-18,150
80791,2536
80790,1087
89133,52
26089,676
26088,4259
26085,970
26084,4259
26087,496
26086,7
26081,3707
26080,27
26083,204
26082,676
46244,30
74201,7326
25196,1369
25197,26
25194,910
25195,1390
25192,93
25193,181
25190,659
25191,1920
25198,268
25199,114
84092,6928
84093,595
84090,784
84091,574
83085,228
84096,2571
84097,2045
84094,2571
84095,719
83083,779
63-30,150
63-31,150
37087,184
37086,230
37085,276
37084,230
37083,1389
37082,151
37081,151
37080,412
71557,1497
71556,26694
71555,1033
71554,250
71553,461
71552,593
37089,1159
37088,1159
15151,54
15150,66
15153,53
15152,13
15155,6
15154,112
15157,148
15156,781
15159,112
15158,64
76024,602
76025,150
76022,679
76023,604
76020,1660
76021,1370
39531,180
39530,123
39533,210
39532,296
39535,494
39534,102
39537,1427
39539,565
39538,180
78172,24513
78171,183
88508,147
88509,2478
34068,3791
34069,1551
34064,6
34065,130
34066,1385
34067,951
34060,126
34061,1071
34062,959
34063,275
39289,282
39288,241
39287,123
39286,651
39285,691
39284,691
39283,150
39282,39
39281,1403
39280,172
47279,266
47278,168
47277,514
47276,91
47275,91
47274,152
47273,238
47272,68
47271,168
72237,234
72236,4734
72235,487
72234,248
72233,231
72232,4734
72231,655
72230,476
79229,527
91378,261
72239,178
72238,529
77047,1567
77046,488
77045,325
77044,1276
77043,169
77042,409
77041,488
77040,4034
2A163,3
2A160,20
77049,1309
77048,324
83039,368
95627,152
95625,1057
76296,7588
90002,514
95628,214
10332,498
10333,3384
10330,242
10331,123
10336,159
10337,301
10334,1277
10335,51
70091,98
70090,10305
10338,169
10339,60
70095,185
70094,51
70097,322
70096,2592
90003,173
78317,4066
76290,1029
76293,604
05183,980
05182,7
05181,1
05180,163
